OTUID	Group
ASV_455	KO5
ASV_466	KO5
ASV_482	KO5
ASV_519	KO5
ASV_1246	KO5
ASV_574	KO5
ASV_673	KO5
ASV_524	KO5
ASV_562	KO5
ASV_681	KO5
ASV_642	KO5
ASV_1016	KO5
ASV_1456	KO5
ASV_782	KO5
ASV_706	KO5
ASV_1254	KO5
ASV_664	KO5
ASV_617	KO5
ASV_690	KO5
ASV_1411	KO5
ASV_1049	KO5
ASV_1258	KO5
ASV_1142	KO5
ASV_1403	KO5
ASV_565	KO5
ASV_1495	KO5
ASV_769	KO5
ASV_791	KO5
ASV_801	KO5
ASV_958	KO5
ASV_665	KO5
ASV_910	KO5
ASV_911	KO5
ASV_707	KO5
ASV_614	KO5
ASV_889	KO5
ASV_915	KO5
ASV_709	KO5
ASV_669	KO5
ASV_938	KO5
ASV_1235	KO5
ASV_828	KO5
ASV_747	KO5
ASV_960	KO5
ASV_1177	KO5
ASV_689	KO5
ASV_1040	KO5
ASV_1509	KO5
ASV_812	KO5
ASV_1074	KO5
ASV_1195	KO5
ASV_1010	KO5
ASV_1140	KO5
ASV_1169	KO5
ASV_1386	KO5
ASV_1454	KO5
ASV_989	KO5
ASV_1327	KO5
ASV_1436	KO5
ASV_193	KO6
ASV_212	KO6
ASV_250	KO6
ASV_272	KO6
ASV_260	KO6
ASV_345	KO6
ASV_259	KO6
ASV_244	KO6
ASV_287	KO6
ASV_396	KO6
ASV_323	KO6
ASV_295	KO6
ASV_316	KO6
ASV_340	KO6
ASV_342	KO6
ASV_549	KO6
ASV_629	KO6
ASV_380	KO6
ASV_390	KO6
ASV_530	KO6
ASV_391	KO6
ASV_363	KO6
ASV_366	KO6
ASV_1160	KO6
ASV_440	KO6
ASV_393	KO6
ASV_414	KO6
ASV_372	KO6
ASV_376	KO6
ASV_476	KO6
ASV_1017	KO6
ASV_532	KO6
ASV_563	KO6
ASV_842	KO6
ASV_418	KO6
ASV_423	KO6
ASV_940	KO6
ASV_462	KO6
ASV_537	KO6
ASV_742	KO6
ASV_458	KO6
ASV_591	KO6
ASV_441	KO6
ASV_580	KO6
ASV_604	KO6
ASV_1450	KO6
ASV_750	KO6
ASV_455	KO6
ASV_466	KO6
ASV_701	KO6
ASV_1036	KO6
ASV_562	KO6
ASV_508	KO6
ASV_573	KO6
ASV_649	KO6
ASV_1273	KO6
ASV_1086	KO6
ASV_552	KO6
ASV_575	KO6
ASV_720	KO6
ASV_1244	KO6
ASV_1020	KO6
ASV_691	KO6
ASV_880	KO6
ASV_1301	KO6
ASV_859	KO6
ASV_992	KO6
ASV_589	KO6
ASV_666	KO6
ASV_512	KO6
ASV_606	KO6
ASV_895	KO6
ASV_1330	KO6
ASV_1365	KO6
ASV_741	KO6
ASV_771	KO6
ASV_878	KO6
ASV_1099	KO6
ASV_1406	KO6
ASV_767	KO6
ASV_825	KO6
ASV_1355	KO6
ASV_1419	KO6
ASV_614	KO6
ASV_764	KO6
ASV_793	KO6
ASV_889	KO6
ASV_902	KO6
ASV_1096	KO6
ASV_721	KO6
ASV_1137	KO6
ASV_1360	KO6
ASV_817	KO6
ASV_957	KO6
ASV_789	KO6
ASV_1380	KO6
ASV_1184	KO6
ASV_1289	KO6
ASV_872	KO6
ASV_887	KO6
ASV_939	KO6
ASV_931	KO6
ASV_984	KO6
ASV_1111	KO6
ASV_1306	KO6
ASV_1418	KO6
ASV_1035	KO6
ASV_990	KO6
ASV_1001	KO6
ASV_1048	KO6
ASV_1060	KO6
ASV_1228	KO6
ASV_885	KO6
ASV_850	KO6
ASV_961	KO6
ASV_1335	KO6
ASV_1433	KO6
ASV_1304	KO6
ASV_1176	KO6
ASV_1339	KO6
ASV_1498	KO6
ASV_1507	KO6
ASV_1332	KO6
ASV_168	OE1
ASV_474	OE1
ASV_273	OE1
ASV_257	OE1
ASV_300	OE1
ASV_264	OE1
ASV_336	OE1
ASV_332	OE1
ASV_292	OE1
ASV_400	OE1
ASV_371	OE1
ASV_629	OE1
ASV_417	OE1
ASV_504	OE1
ASV_403	OE1
ASV_391	OE1
ASV_389	OE1
ASV_414	OE1
ASV_450	OE1
ASV_538	OE1
ASV_376	OE1
ASV_476	OE1
ASV_467	OE1
ASV_432	OE1
ASV_737	OE1
ASV_435	OE1
ASV_826	OE1
ASV_441	OE1
ASV_449	OE1
ASV_604	OE1
ASV_494	OE1
ASV_500	OE1
ASV_455	OE1
ASV_673	OE1
ASV_701	OE1
ASV_493	OE1
ASV_936	OE1
ASV_573	OE1
ASV_649	OE1
ASV_639	OE1
ASV_521	OE1
ASV_525	OE1
ASV_544	OE1
ASV_1254	OE1
ASV_522	OE1
ASV_575	OE1
ASV_997	OE1
ASV_581	OE1
ASV_829	OE1
ASV_1020	OE1
ASV_564	OE1
ASV_757	OE1
ASV_1083	OE1
ASV_654	OE1
ASV_658	OE1
ASV_840	OE1
ASV_710	OE1
ASV_1245	OE1
ASV_593	OE1
ASV_713	OE1
ASV_899	OE1
ASV_1470	OE1
ASV_801	OE1
ASV_864	OE1
ASV_985	OE1
ASV_878	OE1
ASV_986	OE1
ASV_1099	OE1
ASV_648	OE1
ASV_650	OE1
ASV_863	OE1
ASV_945	OE1
ASV_1406	OE1
ASV_767	OE1
ASV_1056	OE1
ASV_1355	OE1
ASV_1423	OE1
ASV_707	OE1
ASV_1271	OE1
ASV_902	OE1
ASV_1326	OE1
ASV_1340	OE1
ASV_653	OE1
ASV_751	OE1
ASV_1050	OE1
ASV_1168	OE1
ASV_922	OE1
ASV_808	OE1
ASV_912	OE1
ASV_774	OE1
ASV_1253	OE1
ASV_1013	OE1
ASV_1014	OE1
ASV_1103	OE1
ASV_1113	OE1
ASV_1451	OE1
ASV_1527	OE1
ASV_1302	OE1
ASV_802	OE1
ASV_853	OE1
ASV_947	OE1
ASV_1263	OE1
ASV_1325	OE1
ASV_1471	OE1
ASV_777	OE1
ASV_844	OE1
ASV_1105	OE1
ASV_1502	OE1
ASV_975	OE1
ASV_1108	OE1
ASV_1305	OE1
ASV_780	OE1
ASV_883	OE1
ASV_900	OE1
ASV_1152	OE1
ASV_1310	OE1
ASV_1503	OE1
ASV_879	OE1
ASV_990	OE1
ASV_1001	OE1
ASV_1074	OE1
ASV_1179	OE1
ASV_1196	OE1
ASV_934	OE1
ASV_1080	OE1
ASV_914	OE1
ASV_964	OE1
ASV_1143	OE1
ASV_1343	OE1
ASV_894	OE1
ASV_903	OE1
ASV_1055	OE1
ASV_1225	OE1
ASV_1272	OE1
ASV_1414	OE1
ASV_1173	OE1
ASV_1379	OE1
ASV_1382	OE1
ASV_1496	OE1
ASV_1193	OE1
ASV_1277	OE1
ASV_1480	OE1
ASV_1474	OE1
ASV_1501	OE1
ASV_183	OE2
ASV_180	OE2
ASV_176	OE2
ASV_218	OE2
ASV_303	OE2
ASV_241	OE2
ASV_245	OE2
ASV_257	OE2
ASV_357	OE2
ASV_287	OE2
ASV_306	OE2
ASV_276	OE2
ASV_930	OE2
ASV_328	OE2
ASV_797	OE2
ASV_854	OE2
ASV_1275	OE2
ASV_356	OE2
ASV_333	OE2
ASV_422	OE2
ASV_417	OE2
ASV_548	OE2
ASV_343	OE2
ASV_392	OE2
ASV_425	OE2
ASV_389	OE2
ASV_394	OE2
ASV_1160	OE2
ASV_440	OE2
ASV_386	OE2
ASV_1150	OE2
ASV_372	OE2
ASV_454	OE2
ASV_1068	OE2
ASV_467	OE2
ASV_630	OE2
ASV_407	OE2
ASV_743	OE2
ASV_430	OE2
ASV_683	OE2
ASV_826	OE2
ASV_1046	OE2
ASV_1409	OE2
ASV_742	OE2
ASV_591	OE2
ASV_449	OE2
ASV_460	OE2
ASV_443	OE2
ASV_673	OE2
ASV_515	OE2
ASV_919	OE2
ASV_487	OE2
ASV_568	OE2
ASV_587	OE2
ASV_1155	OE2
ASV_1273	OE2
ASV_676	OE2
ASV_521	OE2
ASV_613	OE2
ASV_624	OE2
ASV_1244	OE2
ASV_475	OE2
ASV_686	OE2
ASV_691	OE2
ASV_725	OE2
ASV_757	OE2
ASV_1200	OE2
ASV_1231	OE2
ASV_678	OE2
ASV_992	OE2
ASV_666	OE2
ASV_904	OE2
ASV_821	OE2
ASV_1315	OE2
ASV_533	OE2
ASV_635	OE2
ASV_644	OE2
ASV_929	OE2
ASV_1495	OE2
ASV_1516	OE2
ASV_794	OE2
ASV_656	OE2
ASV_830	OE2
ASV_864	OE2
ASV_910	OE2
ASV_1389	OE2
ASV_1528	OE2
ASV_657	OE2
ASV_767	OE2
ASV_1419	OE2
ASV_682	OE2
ASV_729	OE2
ASV_916	OE2
ASV_764	OE2
ASV_792	OE2
ASV_889	OE2
ASV_1194	OE2
ASV_1326	OE2
ASV_631	OE2
ASV_669	OE2
ASV_726	OE2
ASV_861	OE2
ASV_922	OE2
ASV_957	OE2
ASV_981	OE2
ASV_1235	OE2
ASV_774	OE2
ASV_816	OE2
ASV_828	OE2
ASV_1110	OE2
ASV_1180	OE2
ASV_1489	OE2
ASV_1057	OE2
ASV_1298	OE2
ASV_946	OE2
ASV_931	OE2
ASV_780	OE2
ASV_900	OE2
ASV_1252	OE2
ASV_1306	OE2
ASV_1509	OE2
ASV_1001	OE2
ASV_1416	OE2
ASV_1080	OE2
ASV_914	OE2
ASV_983	OE2
ASV_1071	OE2
ASV_1159	OE2
ASV_1167	OE2
ASV_1283	OE2
ASV_1178	OE2
ASV_1007	OE2
ASV_1095	OE2
ASV_1206	OE2
ASV_1261	OE2
ASV_1521	OE2
ASV_1230	OE2
ASV_1239	OE2
ASV_1393	OE2
ASV_1475	OE2
ASV_1401	OE2
ASV_1492	OE2
ASV_1463	OE2
ASV_1474	OE2
ASV_157	OE3
ASV_192	OE3
ASV_197	OE3
ASV_234	OE3
ASV_331	OE3
ASV_227	OE3
ASV_310	OE3
ASV_298	OE3
ASV_572	OE3
ASV_374	OE3
ASV_290	OE3
ASV_499	OE3
ASV_311	OE3
ASV_867	OE3
ASV_305	OE3
ASV_321	OE3
ASV_625	OE3
ASV_424	OE3
ASV_304	OE3
ASV_383	OE3
ASV_339	OE3
ASV_732	OE3
ASV_354	OE3
ASV_548	OE3
ASV_338	OE3
ASV_1281	OE3
ASV_445	OE3
ASV_529	OE3
ASV_530	OE3
ASV_920	OE3
ASV_351	OE3
ASV_391	OE3
ASV_440	OE3
ASV_534	OE3
ASV_509	OE3
ASV_416	OE3
ASV_554	OE3
ASV_711	OE3
ASV_432	OE3
ASV_737	OE3
ASV_858	OE3
ASV_717	OE3
ASV_413	OE3
ASV_420	OE3
ASV_580	OE3
ASV_750	OE3
ASV_466	OE3
ASV_1246	OE3
ASV_1241	OE3
ASV_919	OE3
ASV_488	OE3
ASV_937	OE3
ASV_1372	OE3
ASV_642	OE3
ASV_1375	OE3
ASV_1429	OE3
ASV_1456	OE3
ASV_1129	OE3
ASV_659	OE3
ASV_613	OE3
ASV_846	OE3
ASV_884	OE3
ASV_1128	OE3
ASV_643	OE3
ASV_475	OE3
ASV_617	OE3
ASV_539	OE3
ASV_686	OE3
ASV_757	OE3
ASV_1200	OE3
ASV_1526	OE3
ASV_716	OE3
ASV_763	OE3
ASV_1049	OE3
ASV_666	OE3
ASV_890	OE3
ASV_1191	OE3
ASV_1403	OE3
ASV_622	OE3
ASV_769	OE3
ASV_1249	OE3
ASV_647	OE3
ASV_791	OE3
ASV_958	OE3
ASV_1109	OE3
ASV_1099	OE3
ASV_1104	OE3
ASV_1458	OE3
ASV_916	OE3
ASV_627	OE3
ASV_792	OE3
ASV_915	OE3
ASV_1251	OE3
ASV_653	OE3
ASV_722	OE3
ASV_751	OE3
ASV_806	OE3
ASV_631	OE3
ASV_726	OE3
ASV_756	OE3
ASV_1482	OE3
ASV_728	OE3
ASV_740	OE3
ASV_981	OE3
ASV_1253	OE3
ASV_1397	OE3
ASV_923	OE3
ASV_1116	OE3
ASV_1174	OE3
ASV_1184	OE3
ASV_960	OE3
ASV_1217	OE3
ASV_1438	OE3
ASV_822	OE3
ASV_853	OE3
ASV_1030	OE3
ASV_1084	OE3
ASV_1298	OE3
ASV_809	OE3
ASV_1131	OE3
ASV_1190	OE3
ASV_1502	OE3
ASV_820	OE3
ASV_973	OE3
ASV_1012	OE3
ASV_1188	OE3
ASV_1297	OE3
ASV_773	OE3
ASV_1228	OE3
ASV_1010	OE3
ASV_1238	OE3
ASV_1300	OE3
ASV_914	OE3
ASV_1000	OE3
ASV_1033	OE3
ASV_1159	OE3
ASV_1343	OE3
ASV_1462	OE3
ASV_1119	OE3
ASV_1170	OE3
ASV_1206	OE3
ASV_1472	OE3
ASV_1288	OE3
ASV_1250	OE3
ASV_1075	OE3
ASV_996	OE3
ASV_1442	OE3
ASV_1318	OE3
ASV_1307	OE3
ASV_1370	OE3
ASV_1266	OE3
ASV_1346	OE3
ASV_283	OE4
ASV_209	OE4
ASV_253	OE4
ASV_270	OE4
ASV_1311	OE4
ASV_237	OE4
ASV_315	OE4
ASV_306	OE4
ASV_267	OE4
ASV_329	OE4
ASV_930	OE4
ASV_499	OE4
ASV_289	OE4
ASV_330	OE4
ASV_854	OE4
ASV_732	OE4
ASV_324	OE4
ASV_337	OE4
ASV_343	OE4
ASV_427	OE4
ASV_684	OE4
ASV_428	OE4
ASV_382	OE4
ASV_392	OE4
ASV_388	OE4
ASV_529	OE4
ASV_489	OE4
ASV_439	OE4
ASV_393	OE4
ASV_538	OE4
ASV_1493	OE4
ASV_376	OE4
ASV_467	OE4
ASV_962	OE4
ASV_737	OE4
ASV_1309	OE4
ASV_483	OE4
ASV_683	OE4
ASV_940	OE4
ASV_781	OE4
ASV_974	OE4
ASV_458	OE4
ASV_420	OE4
ASV_443	OE4
ASV_451	OE4
ASV_473	OE4
ASV_494	OE4
ASV_1151	OE4
ASV_1162	OE4
ASV_578	OE4
ASV_701	OE4
ASV_524	OE4
ASV_615	OE4
ASV_936	OE4
ASV_457	OE4
ASV_488	OE4
ASV_490	OE4
ASV_611	OE4
ASV_642	OE4
ASV_1273	OE4
ASV_1375	OE4
ASV_595	OE4
ASV_501	OE4
ASV_1242	OE4
ASV_700	OE4
ASV_963	OE4
ASV_972	OE4
ASV_1341	OE4
ASV_475	OE4
ASV_541	OE4
ASV_851	OE4
ASV_1410	OE4
ASV_1487	OE4
ASV_1322	OE4
ASV_890	OE4
ASV_654	OE4
ASV_658	OE4
ASV_821	OE4
ASV_1315	OE4
ASV_1403	OE4
ASV_565	OE4
ASV_593	OE4
ASV_1470	OE4
ASV_656	OE4
ASV_694	OE4
ASV_801	OE4
ASV_815	OE4
ASV_910	OE4
ASV_1465	OE4
ASV_901	OE4
ASV_1213	OE4
ASV_614	OE4
ASV_627	OE4
ASV_651	OE4
ASV_932	OE4
ASV_1096	OE4
ASV_1251	OE4
ASV_1340	OE4
ASV_653	OE4
ASV_722	OE4
ASV_1050	OE4
ASV_631	OE4
ASV_663	OE4
ASV_726	OE4
ASV_748	OE4
ASV_779	OE4
ASV_981	OE4
ASV_1161	OE4
ASV_816	OE4
ASV_824	OE4
ASV_1063	OE4
ASV_788	OE4
ASV_927	OE4
ASV_1057	OE4
ASV_809	OE4
ASV_857	OE4
ASV_954	OE4
ASV_1105	OE4
ASV_1158	OE4
ASV_834	OE4
ASV_975	OE4
ASV_984	OE4
ASV_1012	OE4
ASV_1157	OE4
ASV_811	OE4
ASV_980	OE4
ASV_1100	OE4
ASV_1394	OE4
ASV_1416	OE4
ASV_1080	OE4
ASV_1324	OE4
ASV_914	OE4
ASV_964	OE4
ASV_983	OE4
ASV_1143	OE4
ASV_1283	OE4
ASV_995	OE4
ASV_970	OE4
ASV_1189	OE4
ASV_1261	OE4
ASV_1032	OE4
ASV_1051	OE4
ASV_1090	OE4
ASV_1107	OE4
ASV_1138	OE4
ASV_1260	OE4
ASV_1382	OE4
ASV_1344	OE4
ASV_1404	OE4
ASV_1266	OE4
ASV_193	OE5
ASV_201	OE5
ASV_189	OE5
ASV_239	OE5
ASV_237	OE5
ASV_227	OE5
ASV_302	OE5
ASV_264	OE5
ASV_374	OE5
ASV_306	OE5
ASV_336	OE5
ASV_307	OE5
ASV_378	OE5
ASV_292	OE5
ASV_289	OE5
ASV_305	OE5
ASV_733	OE5
ASV_333	OE5
ASV_601	OE5
ASV_549	OE5
ASV_556	OE5
ASV_371	OE5
ASV_629	OE5
ASV_641	OE5
ASV_309	OE5
ASV_548	OE5
ASV_848	OE5
ASV_409	OE5
ASV_892	OE5
ASV_403	OE5
ASV_530	OE5
ASV_444	OE5
ASV_394	OE5
ASV_440	OE5
ASV_393	OE5
ASV_399	OE5
ASV_401	OE5
ASV_476	OE5
ASV_484	OE5
ASV_702	OE5
ASV_1309	OE5
ASV_464	OE5
ASV_717	OE5
ASV_1046	OE5
ASV_462	OE5
ASV_1409	OE5
ASV_553	OE5
ASV_460	OE5
ASV_507	OE5
ASV_1149	OE5
ASV_999	OE5
ASV_1151	OE5
ASV_1002	OE5
ASV_1246	OE5
ASV_1376	OE5
ASV_515	OE5
ASV_594	OE5
ASV_599	OE5
ASV_875	OE5
ASV_1241	OE5
ASV_1491	OE5
ASV_588	OE5
ASV_1155	OE5
ASV_633	OE5
ASV_1375	OE5
ASV_1429	OE5
ASV_1129	OE5
ASV_552	OE5
ASV_1128	OE5
ASV_540	OE5
ASV_700	OE5
ASV_617	OE5
ASV_618	OE5
ASV_851	OE5
ASV_1231	OE5
ASV_859	OE5
ASV_1322	OE5
ASV_666	OE5
ASV_1083	OE5
ASV_1191	OE5
ASV_654	OE5
ASV_658	OE5
ASV_821	OE5
ASV_1019	OE5
ASV_1315	OE5
ASV_1403	OE5
ASV_533	OE5
ASV_565	OE5
ASV_623	OE5
ASV_905	OE5
ASV_1495	OE5
ASV_1516	OE5
ASV_645	OE5
ASV_660	OE5
ASV_769	OE5
ASV_693	OE5
ASV_694	OE5
ASV_864	OE5
ASV_895	OE5
ASV_985	OE5
ASV_1441	OE5
ASV_1528	OE5
ASV_1280	OE5
ASV_1419	OE5
ASV_609	OE5
ASV_1213	OE5
ASV_1224	OE5
ASV_627	OE5
ASV_792	OE5
ASV_1135	OE5
ASV_1240	OE5
ASV_1326	OE5
ASV_1168	OE5
ASV_957	OE5
ASV_1065	OE5
ASV_1369	OE5
ASV_774	OE5
ASV_874	OE5
ASV_828	OE5
ASV_1014	OE5
ASV_1174	OE5
ASV_1347	OE5
ASV_747	OE5
ASV_1180	OE5
ASV_1302	OE5
ASV_1407	OE5
ASV_809	OE5
ASV_857	OE5
ASV_887	OE5
ASV_1502	OE5
ASV_834	OE5
ASV_1232	OE5
ASV_1111	OE5
ASV_1310	OE5
ASV_1434	OE5
ASV_811	OE5
ASV_1198	OE5
ASV_1509	OE5
ASV_1048	OE5
ASV_1196	OE5
ASV_1394	OE5
ASV_866	OE5
ASV_885	OE5
ASV_934	OE5
ASV_1391	OE5
ASV_1122	OE5
ASV_1130	OE5
ASV_1283	OE5
ASV_1308	OE5
ASV_1343	OE5
ASV_995	OE5
ASV_1172	OE5
ASV_1335	OE5
ASV_1156	OE5
ASV_1206	OE5
ASV_1521	OE5
ASV_1090	OE5
ASV_1138	OE5
ASV_1334	OE5
ASV_1075	OE5
ASV_989	OE5
ASV_1442	OE5
ASV_1377	OE5
ASV_1342	OE5
ASV_1336	OE5
ASV_1504	OE5
ASV_147	OE6
ASV_163	OE6
ASV_197	OE6
ASV_189	OE6
ASV_208	OE6
ASV_249	OE6
ASV_303	OE6
ASV_199	OE6
ASV_239	OE6
ASV_360	OE6
ASV_284	OE6
ASV_312	OE6
ASV_289	OE6
ASV_352	OE6
ASV_294	OE6
ASV_625	OE6
ASV_333	OE6
ASV_601	OE6
ASV_383	OE6
ASV_349	OE6
ASV_732	OE6
ASV_309	OE6
ASV_354	OE6
ASV_586	OE6
ASV_394	OE6
ASV_376	OE6
ASV_717	OE6
ASV_442	OE6
ASV_462	OE6
ASV_584	OE6
ASV_590	OE6
ASV_1162	OE6
ASV_594	OE6
ASV_524	OE6
ASV_493	OE6
ASV_508	OE6
ASV_573	OE6
ASV_600	OE6
ASV_642	OE6
ASV_754	OE6
ASV_675	OE6
ASV_676	OE6
ASV_918	OE6
ASV_782	OE6
ASV_706	OE6
ASV_1242	OE6
ASV_643	OE6
ASV_541	OE6
ASV_708	OE6
ASV_1020	OE6
ASV_564	OE6
ASV_686	OE6
ASV_1200	OE6
ASV_1231	OE6
ASV_1526	OE6
ASV_678	OE6
ASV_582	OE6
ASV_589	OE6
ASV_890	OE6
ASV_1083	OE6
ASV_768	OE6
ASV_1315	OE6
ASV_622	OE6
ASV_644	OE6
ASV_873	OE6
ASV_895	OE6
ASV_1330	OE6
ASV_715	OE6
ASV_772	OE6
ASV_910	OE6
ASV_986	OE6
ASV_1099	OE6
ASV_778	OE6
ASV_1353	OE6
ASV_1358	OE6
ASV_1389	OE6
ASV_1441	OE6
ASV_1355	OE6
ASV_1224	OE6
ASV_1271	OE6
ASV_764	OE6
ASV_902	OE6
ASV_1194	OE6
ASV_1340	OE6
ASV_1050	OE6
ASV_631	OE6
ASV_1064	OE6
ASV_740	OE6
ASV_807	OE6
ASV_760	OE6
ASV_1058	OE6
ASV_1380	OE6
ASV_1397	OE6
ASV_1473	OE6
ASV_824	OE6
ASV_1110	OE6
ASV_1209	OE6
ASV_1451	OE6
ASV_896	OE6
ASV_1217	OE6
ASV_1226	OE6
ASV_1438	OE6
ASV_1034	OE6
ASV_1298	OE6
ASV_1471	OE6
ASV_954	OE6
ASV_1207	OE6
ASV_931	OE6
ASV_1232	OE6
ASV_1299	OE6
ASV_1269	OE6
ASV_1306	OE6
ASV_1310	OE6
ASV_1418	OE6
ASV_1179	OE6
ASV_1236	OE6
ASV_1279	OE6
ASV_1448	OE6
ASV_994	OE6
ASV_1088	OE6
ASV_1343	OE6
ASV_903	OE6
ASV_1178	OE6
ASV_1106	OE6
ASV_1221	OE6
ASV_1141	OE6
ASV_1176	OE6
ASV_1208	OE6
ASV_1461	OE6
ASV_950	OE6
ASV_1388	OE6
ASV_80	WT1
ASV_150	WT1
ASV_183	WT1
ASV_241	WT1
ASV_469	WT1
ASV_279	WT1
ASV_293	WT1
ASV_301	WT1
ASV_491	WT1
ASV_419	WT1
ASV_267	WT1
ASV_307	WT1
ASV_292	WT1
ASV_364	WT1
ASV_583	WT1
ASV_321	WT1
ASV_294	WT1
ASV_424	WT1
ASV_453	WT1
ASV_334	WT1
ASV_601	WT1
ASV_383	WT1
ASV_556	WT1
ASV_422	WT1
ASV_380	WT1
ASV_368	WT1
ASV_1081	WT1
ASV_892	WT1
ASV_382	WT1
ASV_436	WT1
ASV_403	WT1
ASV_434	WT1
ASV_363	WT1
ASV_366	WT1
ASV_1160	WT1
ASV_439	WT1
ASV_386	WT1
ASV_414	WT1
ASV_429	WT1
ASV_431	WT1
ASV_702	WT1
ASV_1068	WT1
ASV_467	WT1
ASV_495	WT1
ASV_506	WT1
ASV_423	WT1
ASV_826	WT1
ASV_1046	WT1
ASV_974	WT1
ASV_518	WT1
ASV_473	WT1
ASV_956	WT1
ASV_999	WT1
ASV_1151	WT1
ASV_447	WT1
ASV_466	WT1
ASV_482	WT1
ASV_673	WT1
ASV_620	WT1
ASV_1491	WT1
ASV_588	WT1
ASV_457	WT1
ASV_1375	WT1
ASV_782	WT1
ASV_1129	WT1
ASV_501	WT1
ASV_544	WT1
ASV_700	WT1
ASV_997	WT1
ASV_581	WT1
ASV_564	WT1
ASV_880	WT1
ASV_1231	WT1
ASV_1410	WT1
ASV_971	WT1
ASV_904	WT1
ASV_1191	WT1
ASV_1403	WT1
ASV_622	WT1
ASV_623	WT1
ASV_635	WT1
ASV_644	WT1
ASV_687	WT1
ASV_991	WT1
ASV_1245	WT1
ASV_593	WT1
ASV_661	WT1
ASV_899	WT1
ASV_1470	WT1
ASV_647	WT1
ASV_801	WT1
ASV_864	WT1
ASV_873	WT1
ASV_1330	WT1
ASV_715	WT1
ASV_910	WT1
ASV_1465	WT1
ASV_650	WT1
ASV_657	WT1
ASV_609	WT1
ASV_682	WT1
ASV_627	WT1
ASV_915	WT1
ASV_1194	WT1
ASV_1251	WT1
ASV_1340	WT1
ASV_726	WT1
ASV_861	WT1
ASV_907	WT1
ASV_912	WT1
ASV_938	WT1
ASV_1369	WT1
ASV_1253	WT1
ASV_1473	WT1
ASV_824	WT1
ASV_828	WT1
ASV_1113	WT1
ASV_1209	WT1
ASV_1043	WT1
ASV_1226	WT1
ASV_852	WT1
ASV_853	WT1
ASV_927	WT1
ASV_827	WT1
ASV_844	WT1
ASV_886	WT1
ASV_931	WT1
ASV_1108	WT1
ASV_780	WT1
ASV_973	WT1
ASV_1152	WT1
ASV_1223	WT1
ASV_1132	WT1
ASV_1453	WT1
ASV_934	WT1
ASV_998	WT1
ASV_964	WT1
ASV_1031	WT1
ASV_1047	WT1
ASV_1054	WT1
ASV_1178	WT1
ASV_1433	WT1
ASV_1007	WT1
ASV_1518	WT1
ASV_1338	WT1
ASV_1250	WT1
ASV_1485	WT1
ASV_1483	WT1
ASV_1154	WT1
ASV_1237	WT1
ASV_1342	WT1
ASV_1400	WT1
ASV_1427	WT1
ASV_1307	WT1
ASV_1267	WT1
ASV_1399	WT1
ASV_1519	WT1
ASV_925	WT2
ASV_266	WT2
ASV_156	WT2
ASV_605	WT2
ASV_200	WT2
ASV_206	WT2
ASV_210	WT2
ASV_212	WT2
ASV_253	WT2
ASV_270	WT2
ASV_280	WT2
ASV_271	WT2
ASV_228	WT2
ASV_374	WT2
ASV_491	WT2
ASV_267	WT2
ASV_269	WT2
ASV_499	WT2
ASV_384	WT2
ASV_292	WT2
ASV_289	WT2
ASV_323	WT2
ASV_341	WT2
ASV_424	WT2
ASV_361	WT2
ASV_601	WT2
ASV_297	WT2
ASV_370	WT2
ASV_848	WT2
ASV_368	WT2
ASV_1081	WT2
ASV_920	WT2
ASV_489	WT2
ASV_440	WT2
ASV_393	WT2
ASV_429	WT2
ASV_1125	WT2
ASV_421	WT2
ASV_467	WT2
ASV_495	WT2
ASV_711	WT2
ASV_842	WT2
ASV_505	WT2
ASV_542	WT2
ASV_683	WT2
ASV_537	WT2
ASV_781	WT2
ASV_497	WT2
ASV_591	WT2
ASV_420	WT2
ASV_443	WT2
ASV_604	WT2
ASV_569	WT2
ASV_455	WT2
ASV_574	WT2
ASV_701	WT2
ASV_1036	WT2
ASV_677	WT2
ASV_681	WT2
ASV_531	WT2
ASV_919	WT2
ASV_490	WT2
ASV_1372	WT2
ASV_868	WT2
ASV_1273	WT2
ASV_1456	WT2
ASV_918	WT2
ASV_595	WT2
ASV_626	WT2
ASV_659	WT2
ASV_706	WT2
ASV_1254	WT2
ASV_662	WT2
ASV_1341	WT2
ASV_581	WT2
ASV_1020	WT2
ASV_1351	WT2
ASV_667	WT2
ASV_851	WT2
ASV_880	WT2
ASV_1231	WT2
ASV_1303	WT2
ASV_1411	WT2
ASV_1526	WT2
ASV_678	WT2
ASV_582	WT2
ASV_1191	WT2
ASV_654	WT2
ASV_622	WT2
ASV_635	WT2
ASV_636	WT2
ASV_991	WT2
ASV_1245	WT2
ASV_660	WT2
ASV_769	WT2
ASV_1467	WT2
ASV_745	WT2
ASV_753	WT2
ASV_791	WT2
ASV_830	WT2
ASV_864	WT2
ASV_958	WT2
ASV_985	WT2
ASV_741	WT2
ASV_650	WT2
ASV_1389	WT2
ASV_911	WT2
ASV_1024	WT2
ASV_1076	WT2
ASV_901	WT2
ASV_614	WT2
ASV_1340	WT2
ASV_957	WT2
ASV_981	WT2
ASV_1065	WT2
ASV_760	WT2
ASV_774	WT2
ASV_1253	WT2
ASV_828	WT2
ASV_1289	WT2
ASV_1438	WT2
ASV_1325	WT2
ASV_775	WT2
ASV_787	WT2
ASV_1233	WT2
