OTUID	Group
ASV_373	KO1
ASV_1017	KO1
ASV_1068	KO1
ASV_842	KO1
ASV_505	KO1
ASV_423	KO1
ASV_561	KO1
ASV_542	KO1
ASV_462	KO1
ASV_781	KO1
ASV_1409	KO1
ASV_871	KO1
ASV_420	KO1
ASV_1149	KO1
ASV_1162	KO1
ASV_1246	KO1
ASV_594	KO1
ASV_524	KO1
ASV_846	KO1
ASV_708	KO1
ASV_1303	KO1
ASV_1411	KO1
ASV_992	KO1
ASV_589	KO1
ASV_821	KO1
ASV_687	KO1
ASV_694	KO1
ASV_910	KO1
ASV_1224	KO1
ASV_699	KO1
ASV_1363	KO1
ASV_823	KO1
ASV_1181	KO1
ASV_1042	KO1
ASV_1112	KO1
ASV_1362	KO1
ASV_1295	KO1
ASV_1366	KO1
ASV_93	KO2
ASV_94	KO2
ASV_98	KO2
ASV_143	KO2
ASV_191	KO2
ASV_369	KO2
ASV_271	KO2
ASV_255	KO2
ASV_263	KO2
ASV_278	KO2
ASV_274	KO2
ASV_723	KO2
ASV_287	KO2
ASV_264	KO2
ASV_290	KO2
ASV_299	KO2
ASV_867	KO2
ASV_292	KO2
ASV_323	KO2
ASV_321	KO2
ASV_361	KO2
ASV_913	KO2
ASV_428	KO2
ASV_1281	KO2
ASV_411	KO2
ASV_382	KO2
ASV_392	KO2
ASV_480	KO2
ASV_425	KO2
ASV_1068	KO2
ASV_465	KO2
ASV_711	KO2
ASV_432	KO2
ASV_842	KO2
ASV_858	KO2
ASV_483	KO2
ASV_826	KO2
ASV_462	KO2
ASV_537	KO2
ASV_974	KO2
ASV_468	KO2
ASV_634	KO2
ASV_449	KO2
ASV_507	KO2
ASV_580	KO2
ASV_800	KO2
ASV_600	KO2
ASV_611	KO2
ASV_633	KO2
ASV_1375	KO2
ASV_1429	KO2
ASV_472	KO2
ASV_1129	KO2
ASV_626	KO2
ASV_884	KO2
ASV_540	KO2
ASV_972	KO2
ASV_708	KO2
ASV_880	KO2
ASV_763	KO2
ASV_1091	KO2
ASV_619	KO2
ASV_821	KO2
ASV_623	KO2
ASV_878	KO2
ASV_1465	KO2
ASV_1353	KO2
ASV_839	KO2
ASV_793	KO2
ASV_889	KO2
ASV_1135	KO2
ASV_653	KO2
ASV_721	KO2
ASV_1432	KO2
ASV_957	KO2
ASV_803	KO2
ASV_1473	KO2
ASV_1008	KO2
ASV_1034	KO2
ASV_820	KO2
ASV_1308	KO2
ASV_1102	KO2
ASV_1090	KO2
ASV_1192	KO2
ASV_155	KO3
ASV_535	KO3
ASV_175	KO3
ASV_247	KO3
ASV_217	KO3
ASV_286	KO3
ASV_360	KO3
ASV_254	KO3
ASV_374	KO3
ASV_290	KO3
ASV_306	KO3
ASV_299	KO3
ASV_269	KO3
ASV_294	KO3
ASV_349	KO3
ASV_371	KO3
ASV_380	KO3
ASV_368	KO3
ASV_461	KO3
ASV_382	KO3
ASV_425	KO3
ASV_434	KO3
ASV_1493	KO3
ASV_476	KO3
ASV_465	KO3
ASV_842	KO3
ASV_858	KO3
ASV_683	KO3
ASV_498	KO3
ASV_1409	KO3
ASV_584	KO3
ASV_599	KO3
ASV_1351	KO3
ASV_564	KO3
ASV_628	KO3
ASV_745	KO3
ASV_650	KO3
ASV_945	KO3
ASV_889	KO3
ASV_915	KO3
ASV_932	KO3
ASV_1251	KO3
ASV_1435	KO3
ASV_689	KO3
ASV_1418	KO3
ASV_1198	KO3
ASV_1313	KO3
ASV_1048	KO3
ASV_1011	KO3
ASV_142	KO4
ASV_157	KO4
ASV_474	KO4
ASV_668	KO4
ASV_234	KO4
ASV_224	KO4
ASV_241	KO4
ASV_242	KO4
ASV_263	KO4
ASV_245	KO4
ASV_259	KO4
ASV_228	KO4
ASV_459	KO4
ASV_267	KO4
ASV_396	KO4
ASV_377	KO4
ASV_371	KO4
ASV_417	KO4
ASV_368	KO4
ASV_428	KO4
ASV_391	KO4
ASV_1160	KO4
ASV_450	KO4
ASV_1150	KO4
ASV_401	KO4
ASV_509	KO4
ASV_505	KO4
ASV_460	KO4
ASV_500	KO4
ASV_673	KO4
ASV_1506	KO4
ASV_515	KO4
ASV_620	KO4
ASV_555	KO4
ASV_531	KO4
ASV_573	KO4
ASV_1273	KO4
ASV_557	KO4
ASV_575	KO4
ASV_581	KO4
ASV_564	KO4
ASV_1411	KO4
ASV_1091	KO4
ASV_1286	KO4
ASV_840	KO4
ASV_609	KO4
ASV_614	KO4
ASV_807	KO4
ASV_816	KO4
ASV_1058	KO4
ASV_1013	KO4
ASV_1070	KO4
ASV_1313	KO4
ASV_850	KO4
ASV_1140	KO4
ASV_1007	KO4
ASV_1327	KO4
ASV_144	KO5
ASV_150	KO5
ASV_165	KO5
ASV_167	KO5
ASV_965	KO5
ASV_175	KO5
ASV_249	KO5
ASV_250	KO5
ASV_406	KO5
ASV_245	KO5
ASV_257	KO5
ASV_1027	KO5
ASV_306	KO5
ASV_362	KO5
ASV_610	KO5
ASV_334	KO5
ASV_556	KO5
ASV_417	KO5
ASV_1281	KO5
ASV_348	KO5
ASV_335	KO5
ASV_529	KO5
ASV_1150	KO5
ASV_372	KO5
ASV_476	KO5
ASV_554	KO5
ASV_858	KO5
ASV_683	KO5
ASV_781	KO5
ASV_742	KO5
ASV_441	KO5
ASV_443	KO5
ASV_1162	KO5
ASV_919	KO5
ASV_587	KO5
ASV_552	KO5
ASV_851	KO5
ASV_1516	KO5
ASV_778	KO5
ASV_767	KO5
ASV_825	KO5
ASV_609	KO5
ASV_764	KO5
ASV_703	KO5
ASV_1253	KO5
ASV_824	KO5
ASV_802	KO5
ASV_973	KO5
ASV_1182	KO5
ASV_1045	KO5
ASV_1236	KO5
ASV_1033	KO5
ASV_849	KO5
ASV_909	KO5
ASV_1287	KO5
ASV_112	KO6
ASV_111	KO6
ASV_185	KO6
ASV_202	KO6
ASV_204	KO6
ASV_184	KO6
ASV_191	KO6
ASV_219	KO6
ASV_242	KO6
ASV_469	KO6
ASV_310	KO6
ASV_274	KO6
ASV_298	KO6
ASV_592	KO6
ASV_433	KO6
ASV_867	KO6
ASV_330	KO6
ASV_583	KO6
ASV_797	KO6
ASV_365	KO6
ASV_1275	KO6
ASV_321	KO6
ASV_625	KO6
ASV_356	KO6
ASV_334	KO6
ASV_333	KO6
ASV_371	KO6
ASV_339	KO6
ASV_548	KO6
ASV_343	KO6
ASV_368	KO6
ASV_684	KO6
ASV_504	KO6
ASV_436	KO6
ASV_586	KO6
ASV_404	KO6
ASV_1150	KO6
ASV_399	KO6
ASV_702	KO6
ASV_1068	KO6
ASV_421	KO6
ASV_554	KO6
ASV_483	KO6
ASV_561	KO6
ASV_634	KO6
ASV_574	KO6
ASV_731	KO6
ASV_594	KO6
ASV_620	KO6
ASV_800	KO6
ASV_1241	KO6
ASV_936	KO6
ASV_846	KO6
ASV_884	KO6
ASV_997	KO6
ASV_564	KO6
ASV_686	KO6
ASV_1258	KO6
ASV_619	KO6
ASV_1142	KO6
ASV_929	KO6
ASV_791	KO6
ASV_801	KO6
ASV_986	KO6
ASV_863	KO6
ASV_945	KO6
ASV_1389	KO6
ASV_1441	KO6
ASV_729	KO6
ASV_916	KO6
ASV_932	KO6
ASV_1194	KO6
ASV_912	KO6
ASV_1174	KO6
ASV_1195	KO6
ASV_982	KO6
ASV_1220	KO6
ASV_924	KO6
ASV_1203	KO6
ASV_112	OE1
ASV_187	OE1
ASV_204	OE1
ASV_189	OE1
ASV_215	OE1
ASV_219	OE1
ASV_229	OE1
ASV_221	OE1
ASV_237	OE1
ASV_243	OE1
ASV_245	OE1
ASV_302	OE1
ASV_374	OE1
ASV_459	OE1
ASV_290	OE1
ASV_362	OE1
ASV_329	OE1
ASV_307	OE1
ASV_355	OE1
ASV_733	OE1
ASV_422	OE1
ASV_428	OE1
ASV_571	OE1
ASV_425	OE1
ASV_404	OE1
ASV_366	OE1
ASV_386	OE1
ASV_393	OE1
ASV_527	OE1
ASV_1150	OE1
ASV_1493	OE1
ASV_426	OE1
ASV_1309	OE1
ASV_1520	OE1
ASV_717	OE1
ASV_603	OE1
ASV_443	OE1
ASV_1002	OE1
ASV_620	OE1
ASV_800	OE1
ASV_677	OE1
ASV_551	OE1
ASV_659	OE1
ASV_884	OE1
ASV_720	OE1
ASV_972	OE1
ASV_1214	OE1
ASV_475	OE1
ASV_686	OE1
ASV_1200	OE1
ASV_1526	OE1
ASV_716	OE1
ASV_589	OE1
ASV_666	OE1
ASV_1191	OE1
ASV_1286	OE1
ASV_768	OE1
ASV_1019	OE1
ASV_1142	OE1
ASV_512	OE1
ASV_644	OE1
ASV_895	OE1
ASV_1073	OE1
ASV_1076	OE1
ASV_833	OE1
ASV_1096	OE1
ASV_1135	OE1
ASV_796	OE1
ASV_1473	OE1
ASV_1184	OE1
ASV_1347	OE1
ASV_1043	OE1
ASV_852	OE1
ASV_869	OE1
ASV_1298	OE1
ASV_1407	OE1
ASV_827	OE1
ASV_1374	OE1
ASV_1079	OE1
ASV_1356	OE1
ASV_1122	OE1
ASV_1521	OE1
ASV_1421	OE1
ASV_82	OE2
ASV_83	OE2
ASV_102	OE2
ASV_127	OE2
ASV_146	OE2
ASV_170	OE2
ASV_224	OE2
ASV_240	OE2
ASV_1127	OE2
ASV_198	OE2
ASV_217	OE2
ASV_280	OE2
ASV_255	OE2
ASV_469	OE2
ASV_319	OE2
ASV_228	OE2
ASV_374	OE2
ASV_419	OE2
ASV_307	OE2
ASV_364	OE2
ASV_330	OE2
ASV_377	OE2
ASV_294	OE2
ASV_453	OE2
ASV_340	OE2
ASV_556	OE2
ASV_337	OE2
ASV_338	OE2
ASV_892	OE2
ASV_351	OE2
ASV_527	OE2
ASV_495	OE2
ASV_842	OE2
ASV_1520	OE2
ASV_423	OE2
ASV_871	OE2
ASV_507	OE2
ASV_603	OE2
ASV_580	OE2
ASV_1450	OE2
ASV_473	OE2
ASV_956	OE2
ASV_1246	OE2
ASV_574	OE2
ASV_837	OE2
ASV_578	OE2
ASV_599	OE2
ASV_937	OE2
ASV_633	OE2
ASV_868	OE2
ASV_639	OE2
ASV_1086	OE2
ASV_525	OE2
ASV_720	OE2
ASV_581	OE2
ASV_589	OE2
ASV_619	OE2
ASV_1191	OE2
ASV_768	OE2
ASV_688	OE2
ASV_1330	OE2
ASV_665	OE2
ASV_771	OE2
ASV_1465	OE2
ASV_1280	OE2
ASV_1145	OE2
ASV_1251	OE2
ASV_1013	OE2
ASV_960	OE2
ASV_939	OE2
ASV_1111	OE2
ASV_1335	OE2
ASV_93	OE3
ASV_535	OE3
ASV_668	OE3
ASV_200	OE3
ASV_322	OE3
ASV_216	OE3
ASV_208	OE3
ASV_220	OE3
ASV_268	OE3
ASV_265	OE3
ASV_256	OE3
ASV_258	OE3
ASV_244	OE3
ASV_723	OE3
ASV_350	OE3
ASV_592	OE3
ASV_299	OE3
ASV_323	OE3
ASV_854	OE3
ASV_316	OE3
ASV_370	OE3
ASV_567	OE3
ASV_848	OE3
ASV_684	OE3
ASV_367	OE3
ASV_461	OE3
ASV_335	OE3
ASV_379	OE3
ASV_388	OE3
ASV_586	OE3
ASV_402	OE3
ASV_527	OE3
ASV_465	OE3
ASV_464	OE3
ASV_632	OE3
ASV_826	OE3
ASV_974	OE3
ASV_468	OE3
ASV_536	OE3
ASV_553	OE3
ASV_742	OE3
ASV_871	OE3
ASV_590	OE3
ASV_494	OE3
ASV_500	OE3
ASV_569	OE3
ASV_502	OE3
ASV_574	OE3
ASV_594	OE3
ASV_701	OE3
ASV_1491	OE3
ASV_638	OE3
ASV_738	OE3
ASV_573	OE3
ASV_472	OE3
ASV_676	OE3
ASV_521	OE3
ASV_522	OE3
ASV_624	OE3
ASV_700	OE3
ASV_564	OE3
ASV_533	OE3
ASV_688	OE3
ASV_1467	OE3
ASV_815	OE3
ASV_910	OE3
ASV_1465	OE3
ASV_1240	OE3
ASV_907	OE3
ASV_1369	OE3
ASV_1352	OE3
ASV_1226	OE3
ASV_959	OE3
ASV_1023	OE3
ASV_1123	OE3
ASV_180	OE4
ASV_207	OE4
ASV_239	OE4
ASV_242	OE4
ASV_260	OE4
ASV_1027	OE4
ASV_262	OE4
ASV_318	OE4
ASV_258	OE4
ASV_286	OE4
ASV_274	OE4
ASV_491	OE4
ASV_284	OE4
ASV_419	OE4
ASV_275	OE4
ASV_346	OE4
ASV_332	OE4
ASV_592	OE4
ASV_296	OE4
ASV_733	OE4
ASV_625	OE4
ASV_398	OE4
ASV_334	OE4
ASV_556	OE4
ASV_371	OE4
ASV_380	OE4
ASV_567	OE4
ASV_368	OE4
ASV_367	OE4
ASV_445	OE4
ASV_504	OE4
ASV_920	OE4
ASV_366	OE4
ASV_386	OE4
ASV_527	OE4
ASV_450	OE4
ASV_1150	OE4
ASV_1068	OE4
ASV_426	OE4
ASV_505	OE4
ASV_430	OE4
ASV_612	OE4
ASV_542	OE4
ASV_497	OE4
ASV_507	OE4
ASV_750	OE4
ASV_447	OE4
ASV_482	OE4
ASV_1002	OE4
ASV_1241	OE4
ASV_681	OE4
ASV_738	OE4
ASV_481	OE4
ASV_522	OE4
ASV_643	OE4
ASV_1214	OE4
ASV_1244	OE4
ASV_617	OE4
ASV_618	OE4
ASV_678	OE4
ASV_582	OE4
ASV_904	OE4
ASV_1142	OE4
ASV_623	OE4
ASV_636	OE4
ASV_1245	OE4
ASV_1495	OE4
ASV_899	OE4
ASV_753	OE4
ASV_791	OE4
ASV_771	OE4
ASV_648	OE4
ASV_707	OE4
ASV_709	OE4
ASV_1168	OE4
ASV_1527	OE4
ASV_1263	OE4
ASV_1207	OE4
ASV_969	OE5
ASV_965	OE5
ASV_163	OE5
ASV_211	OE5
ASV_214	OE5
ASV_219	OE5
ASV_259	OE5
ASV_276	OE5
ASV_930	OE5
ASV_332	OE5
ASV_433	OE5
ASV_396	OE5
ASV_355	OE5
ASV_405	OE5
ASV_341	OE5
ASV_295	OE5
ASV_352	OE5
ASV_453	OE5
ASV_380	OE5
ASV_567	OE5
ASV_427	OE5
ASV_1081	OE5
ASV_338	OE5
ASV_461	OE5
ASV_382	OE5
ASV_386	OE5
ASV_467	OE5
ASV_554	OE5
ASV_1520	OE5
ASV_858	OE5
ASV_483	OE5
ASV_413	OE5
ASV_590	OE5
ASV_580	OE5
ASV_604	OE5
ASV_500	OE5
ASV_956	OE5
ASV_1506	OE5
ASV_701	OE5
ASV_524	OE5
ASV_638	OE5
ASV_677	OE5
ASV_681	OE5
ASV_919	OE5
ASV_488	OE5
ASV_649	OE5
ASV_1372	OE5
ASV_611	OE5
ASV_472	OE5
ASV_559	OE5
ASV_501	OE5
ASV_712	OE5
ASV_1242	OE5
ASV_522	OE5
ASV_664	OE5
ASV_963	OE5
ASV_539	OE5
ASV_1258	OE5
ASV_710	OE5
ASV_1078	OE5
ASV_713	OE5
ASV_794	OE5
ASV_899	OE5
ASV_1467	OE5
ASV_1109	OE5
ASV_665	OE5
ASV_771	OE5
ASV_648	OE5
ASV_657	OE5
ASV_911	OE5
ASV_721	OE5
ASV_806	OE5
ASV_699	OE5
ASV_861	OE5
ASV_1064	OE5
ASV_755	OE5
ASV_1110	OE5
ASV_960	OE5
ASV_939	OE5
ASV_984	OE5
ASV_1092	OE5
ASV_1324	OE5
ASV_850	OE5
ASV_1044	OE5
ASV_49	OE6
ASV_283	OE6
ASV_149	OE6
ASV_188	OE6
ASV_176	OE6
ASV_181	OE6
ASV_221	OE6
ASV_1311	OE6
ASV_286	OE6
ASV_293	OE6
ASV_307	OE6
ASV_396	OE6
ASV_305	OE6
ASV_583	OE6
ASV_340	OE6
ASV_913	OE6
ASV_549	OE6
ASV_629	OE6
ASV_417	OE6
ASV_848	OE6
ASV_368	OE6
ASV_504	OE6
ASV_436	OE6
ASV_480	OE6
ASV_425	OE6
ASV_444	OE6
ASV_395	OE6
ASV_434	OE6
ASV_534	OE6
ASV_527	OE6
ASV_1017	OE6
ASV_397	OE6
ASV_418	OE6
ASV_683	OE6
ASV_742	OE6
ASV_591	OE6
ASV_634	OE6
ASV_449	OE6
ASV_500	OE6
ASV_999	OE6
ASV_550	OE6
ASV_673	OE6
ASV_1036	OE6
ASV_615	OE6
ASV_677	OE6
ASV_531	OE6
ASV_588	OE6
ASV_1372	OE6
ASV_1429	OE6
ASV_884	OE6
ASV_575	OE6
ASV_690	OE6
ASV_763	OE6
ASV_992	OE6
ASV_658	OE6
ASV_710	OE6
ASV_991	OE6
ASV_1245	OE6
ASV_713	OE6
ASV_694	OE6
ASV_791	OE6
ASV_1326	OE6
ASV_653	OE6
ASV_663	OE6
ASV_669	OE6
ASV_907	OE6
ASV_1432	OE6
ASV_817	OE6
ASV_1402	OE6
ASV_1059	OE6
ASV_947	OE6
ASV_1407	OE6
ASV_1374	OE6
ASV_876	OE6
ASV_984	OE6
ASV_1305	OE6
ASV_1444	OE6
ASV_1300	OE6
ASV_993	OE6
ASV_1462	OE6
ASV_1156	OE6
ASV_1075	OE6
ASV_1307	OE6
ASV_179	WT1
ASV_123	WT1
ASV_925	WT1
ASV_161	WT1
ASV_266	WT1
ASV_200	WT1
ASV_246	WT1
ASV_211	WT1
ASV_207	WT1
ASV_718	WT1
ASV_253	WT1
ASV_221	WT1
ASV_1311	WT1
ASV_265	WT1
ASV_277	WT1
ASV_345	WT1
ASV_278	WT1
ASV_315	WT1
ASV_360	WT1
ASV_274	WT1
ASV_723	WT1
ASV_327	WT1
ASV_302	WT1
ASV_269	WT1
ASV_433	WT1
ASV_330	WT1
ASV_405	WT1
ASV_352	WT1
ASV_913	WT1
ASV_732	WT1
ASV_417	WT1
ASV_343	WT1
ASV_367	WT1
ASV_409	WT1
ASV_388	WT1
ASV_381	WT1
ASV_393	WT1
ASV_1150	WT1
ASV_476	WT1
ASV_1459	WT1
ASV_407	WT1
ASV_683	WT1
ASV_451	WT1
ASV_494	WT1
ASV_455	WT1
ASV_837	WT1
ASV_562	WT1
ASV_615	WT1
ASV_531	WT1
ASV_754	WT1
ASV_868	WT1
ASV_652	WT1
ASV_522	WT1
ASV_624	WT1
ASV_829	WT1
ASV_539	WT1
ASV_1078	WT1
ASV_1467	WT1
ASV_656	WT1
ASV_878	WT1
ASV_863	WT1
ASV_751	WT1
ASV_960	WT1
ASV_1158	WT1
ASV_1023	WT1
ASV_1216	WT1
ASV_970	WT1
ASV_1197	WT1
ASV_288	WT2
ASV_144	WT2
ASV_965	WT2
ASV_169	WT2
ASV_163	WT2
ASV_215	WT2
ASV_261	WT2
ASV_198	WT2
ASV_318	WT2
ASV_286	WT2
ASV_893	WT2
ASV_459	WT2
ASV_311	WT2
ASV_433	WT2
ASV_330	WT2
ASV_405	WT2
ASV_453	WT2
ASV_445	WT2
ASV_892	WT2
ASV_403	WT2
ASV_388	WT2
ASV_389	WT2
ASV_450	WT2
ASV_484	WT2
ASV_509	WT2
ASV_702	WT2
ASV_1068	WT2
ASV_465	WT2
ASV_413	WT2
ASV_442	WT2
ASV_1046	WT2
ASV_871	WT2
ASV_449	WT2
ASV_507	WT2
ASV_590	WT2
ASV_673	WT2
ASV_731	WT2
ASV_620	WT2
ASV_587	WT2
ASV_559	WT2
ASV_521	WT2
ASV_712	WT2
ASV_1128	WT2
ASV_575	WT2
ASV_686	WT2
ASV_1315	WT2
ASV_565	WT2
ASV_645	WT2
ASV_1470	WT2
ASV_1353	WT2
ASV_1213	WT2
ASV_721	WT2
ASV_806	WT2
ASV_1302	WT2
ASV_1502	WT2
ASV_1394	WT2
ASV_1405	WT2
ASV_1290	WT2
ASV_1334	WT2
ASV_180	WT3
ASV_216	WT3
ASV_218	WT3
ASV_234	WT3
ASV_219	WT3
ASV_252	WT3
ASV_369	WT3
ASV_237	WT3
ASV_271	WT3
ASV_256	WT3
ASV_258	WT3
ASV_274	WT3
ASV_327	WT3
ASV_357	WT3
ASV_264	WT3
ASV_276	WT3
ASV_362	WT3
ASV_592	WT3
ASV_583	WT3
ASV_610	WT3
ASV_295	WT3
ASV_733	WT3
ASV_913	WT3
ASV_556	WT3
ASV_371	WT3
ASV_641	WT3
ASV_337	WT3
ASV_354	WT3
ASV_380	WT3
ASV_1281	WT3
ASV_480	WT3
ASV_714	WT3
ASV_530	WT3
ASV_381	WT3
ASV_372	WT3
ASV_1068	WT3
ASV_962	WT3
ASV_418	WT3
ASV_413	WT3
ASV_442	WT3
ASV_632	WT3
ASV_518	WT3
ASV_536	WT3
ASV_1259	WT3
ASV_420	WT3
ASV_999	WT3
ASV_447	WT3
ASV_455	WT3
ASV_482	WT3
ASV_502	WT3
ASV_620	WT3
ASV_875	WT3
ASV_481	WT3
ASV_531	WT3
ASV_587	WT3
ASV_754	WT3
ASV_659	WT3
ASV_541	WT3
ASV_757	WT3
ASV_1411	WT3
ASV_678	WT3
ASV_589	WT3
ASV_821	WT3
ASV_644	WT3
ASV_1249	WT3
ASV_647	WT3
ASV_753	WT3
ASV_1330	WT3
ASV_1104	WT3
ASV_1423	WT3
ASV_682	WT3
ASV_1145	WT3
ASV_889	WT3
ASV_902	WT3
ASV_699	WT3
ASV_726	WT3
ASV_1289	WT3
ASV_1069	WT3
ASV_1337	WT3
ASV_946	WT3
ASV_1131	WT3
ASV_1144	WT3
ASV_933	WT3
ASV_1297	WT3
ASV_1077	WT3
ASV_1136	WT3
ASV_1261	WT3
ASV_347	WT4
ASV_188	WT4
ASV_158	WT4
ASV_180	WT4
ASV_204	WT4
ASV_249	WT4
ASV_253	WT4
ASV_359	WT4
ASV_1127	WT4
ASV_272	WT4
ASV_239	WT4
ASV_406	WT4
ASV_279	WT4
ASV_329	WT4
ASV_269	WT4
ASV_307	WT4
ASV_295	WT4
ASV_453	WT4
ASV_340	WT4
ASV_342	WT4
ASV_343	WT4
ASV_463	WT4
ASV_411	WT4
ASV_504	WT4
ASV_379	WT4
ASV_530	WT4
ASV_381	WT4
ASV_425	WT4
ASV_444	WT4
ASV_366	WT4
ASV_401	WT4
ASV_1493	WT4
ASV_702	WT4
ASV_563	WT4
ASV_1309	WT4
ASV_413	WT4
ASV_497	WT4
ASV_536	WT4
ASV_584	WT4
ASV_494	WT4
ASV_500	WT4
ASV_956	WT4
ASV_482	WT4
ASV_1002	WT4
ASV_594	WT4
ASV_800	WT4
ASV_875	WT4
ASV_481	WT4
ASV_508	WT4
ASV_573	WT4
ASV_642	WT4
ASV_1429	WT4
ASV_676	WT4
ASV_521	WT4
ASV_525	WT4
ASV_712	WT4
ASV_624	WT4
ASV_664	WT4
ASV_769	WT4
ASV_647	WT4
ASV_830	WT4
ASV_772	WT4
ASV_835	WT4
ASV_1205	WT4
ASV_1271	WT4
ASV_803	WT4
ASV_989	WT4
ASV_1511	WT4
ASV_1486	WT4
ASV_855	WT5
ASV_126	WT5
ASV_161	WT5
ASV_147	WT5
ASV_965	WT5
ASV_158	WT5
ASV_180	WT5
ASV_184	WT5
ASV_220	WT5
ASV_207	WT5
ASV_313	WT5
ASV_893	WT5
ASV_279	WT5
ASV_293	WT5
ASV_306	WT5
ASV_269	WT5
ASV_292	WT5
ASV_330	WT5
ASV_305	WT5
ASV_610	WT5
ASV_1275	WT5
ASV_356	WT5
ASV_370	WT5
ASV_422	WT5
ASV_309	WT5
ASV_324	WT5
ASV_343	WT5
ASV_367	WT5
ASV_382	WT5
ASV_436	WT5
ASV_489	WT5
ASV_366	WT5
ASV_476	WT5
ASV_554	WT5
ASV_426	WT5
ASV_630	WT5
ASV_842	WT5
ASV_940	WT5
ASV_1046	WT5
ASV_468	WT5
ASV_871	WT5
ASV_500	WT5
ASV_999	WT5
ASV_447	WT5
ASV_455	WT5
ASV_731	WT5
ASV_1506	WT5
ASV_677	WT5
ASV_551	WT5
ASV_649	WT5
ASV_1273	WT5
ASV_1254	WT5
ASV_618	WT5
ASV_851	WT5
ASV_602	WT5
ASV_910	WT5
ASV_901	WT5
ASV_1224	WT5
ASV_898	WT5
ASV_923	WT5
ASV_926	WT5
ASV_1226	WT5
ASV_973	WT5
ASV_1418	WT5
ASV_1092	WT5
ASV_924	WT5
ASV_1513	WT5
ASV_170	WT6
ASV_216	WT6
ASV_218	WT6
ASV_175	WT6
ASV_247	WT6
ASV_240	WT6
ASV_217	WT6
ASV_280	WT6
ASV_469	WT6
ASV_256	WT6
ASV_1027	WT6
ASV_345	WT6
ASV_486	WT6
ASV_258	WT6
ASV_233	WT6
ASV_259	WT6
ASV_284	WT6
ASV_419	WT6
ASV_362	WT6
ASV_930	WT6
ASV_350	WT6
ASV_299	WT6
ASV_311	WT6
ASV_396	WT6
ASV_867	WT6
ASV_305	WT6
ASV_296	WT6
ASV_361	WT6
ASV_342	WT6
ASV_732	WT6
ASV_1281	WT6
ASV_411	WT6
ASV_335	WT6
ASV_436	WT6
ASV_425	WT6
ASV_489	WT6
ASV_363	WT6
ASV_366	WT6
ASV_389	WT6
ASV_1160	WT6
ASV_386	WT6
ASV_414	WT6
ASV_429	WT6
ASV_401	WT6
ASV_454	WT6
ASV_538	WT6
ASV_476	WT6
ASV_509	WT6
ASV_421	WT6
ASV_554	WT6
ASV_563	WT6
ASV_407	WT6
ASV_464	WT6
ASV_1046	WT6
ASV_462	WT6
ASV_537	WT6
ASV_591	WT6
ASV_590	WT6
ASV_547	WT6
ASV_1151	WT6
ASV_1162	WT6
ASV_800	WT6
ASV_875	WT6
ASV_531	WT6
ASV_936	WT6
ASV_1372	WT6
ASV_611	WT6
ASV_782	WT6
ASV_884	WT6
ASV_643	WT6
ASV_662	WT6
ASV_541	WT6
ASV_725	WT6
ASV_859	WT6
ASV_654	WT6
ASV_565	WT6
ASV_622	WT6
ASV_636	WT6
ASV_710	WT6
ASV_694	WT6
ASV_830	WT6
ASV_873	WT6
ASV_1224	WT6
ASV_1135	WT6
ASV_653	WT6
ASV_1050	WT6
ASV_1137	WT6
ASV_740	WT6
ASV_1369	WT6
ASV_1063	WT6
ASV_1337	WT6
ASV_1198	WT6
ASV_1006	WT6
ASV_1405	WT6
ASV_1041	WT6
ASV_1106	WT6
ASV_1472	WT6
ASV_1523	WT6
ASV_322	KO1
ASV_217	KO1
ASV_406	KO1
ASV_262	KO1
ASV_572	KO1
ASV_301	KO1
ASV_520	KO1
ASV_336	KO1
ASV_311	KO1
ASV_433	KO1
ASV_364	KO1
ASV_356	KO1
ASV_453	KO1
ASV_601	KO1
ASV_549	KO1
ASV_349	KO1
ASV_309	KO1
ASV_324	KO1
ASV_567	KO1
ASV_1081	KO1
ASV_390	KO1
ASV_445	KO1
ASV_461	KO1
ASV_920	KO1
ASV_1160	KO1
ASV_1150	KO1
ASV_372	KO1
ASV_399	KO1
ASV_401	KO1
ASV_476	KO1
ASV_702	KO1
ASV_737	KO1
ASV_1459	KO1
ASV_464	KO1
ASV_717	KO1
ASV_442	KO1
ASV_518	KO1
ASV_536	KO1
ASV_507	KO1
ASV_584	KO1
ASV_590	KO1
ASV_443	KO1
ASV_511	KO1
ASV_569	KO1
ASV_999	KO1
ASV_502	KO1
ASV_1002	KO1
ASV_800	KO1
ASV_1241	KO1
ASV_681	KO1
ASV_738	KO1
ASV_551	KO1
ASV_1375	KO1
ASV_918	KO1
ASV_557	KO1
ASV_884	KO1
ASV_575	KO1
ASV_643	KO1
ASV_581	KO1
ASV_1351	KO1
ASV_667	KO1
ASV_690	KO1
ASV_593	KO1
ASV_769	KO1
ASV_1365	KO1
ASV_741	KO1
ASV_648	KO1
ASV_650	KO1
ASV_778	KO1
ASV_1358	KO1
ASV_1406	KO1
ASV_1528	KO1
ASV_770	KO1
ASV_1348	KO1
ASV_1285	KO1
ASV_1432	KO1
ASV_1103	KO1
ASV_1438	KO1
ASV_1479	KO1
ASV_1034	KO1
ASV_844	KO1
ASV_1108	KO1
ASV_1182	KO1
ASV_1060	KO1
ASV_1219	KO1
