Gene	Transcription_factor
NM_025935	Klf4
NM_021878	Sox2
NM_001005420	Sox2
NM_007496	Nanog
NM_031166	Med1
NM_028341	Nanog
NM_177561	H3K4me1
NM_028162	H3K4me1
NM_001177650	Klf4
NM_133805	Med1
NM_013889	Sox2
NM_177059	H3K4me1
NM_029692	Sox2
NM_183225	Nanog
NM_198866	Nanog
NM_010146	Sox2
NM_178280	Esrrb
NM_022420	Esrrb
NM_180600	H3K4me1
NM_153159	Med1
NM_172619	H3K4me1
NM_001077425	Klf4
NM_001003951	H3K4me1
NR_027813	Klf4
NM_001101479	Sox2
NM_053262	Med1
NM_008855	Esrrb
NM_001033259	Klf4
NM_146106	H3K4me1
NM_028554	Esrrb
NM_178772	Klf4
NM_022315	Klf4
NM_009867	Sox2
NM_009035	Sox2
NM_198109	H3K27ac
NM_001033428	Klf4
NM_015818	Sox2
NM_029843	Klf4
NM_021496	Med1
NM_177224	Med1
NM_029297	Sox2
NM_001005477	H3K4me1
NR_027808	Esrrb
NM_027944	H3K4me1
NR_033607	H3K4me1
NM_007988	Sox2
NM_001003951	Nanog
NM_013655	Esrrb
NM_001085387	H3K27ac
NM_025778	Nanog
NM_001033322	Sox2
NM_145584	Esrrb
NM_022882	Sox2
NM_007902	H3K4me1
NM_001014996	Nanog
NR_029474	Esrrb
NM_001159571	Klf4
NM_172585	Klf4
NM_007548	Med1
NM_010683	Nanog
NM_009764	Klf4
NM_001113559	H3K4me1
NM_018805	H3K4me1
NM_031196	Sox2
NM_007670	Sox2
NM_008216	H3K27ac
NM_001170787	Sox2
NM_026170	Klf4
NM_015820	Klf4
NM_001037915	H3K27ac
NM_172279	Sox2
NM_178142	Nanog
NM_007722	Nanog
NM_001037809	Med1
NM_001145198	Nanog
NM_001033266	Klf4
NM_001111094	H3K27ac
NM_175451	H3K4me1
NM_001018042	Med1
NM_133676	Sox2
NM_026482	H3K4me1
NM_026824	H3K4me1
NM_029401	Sox2
NM_145394	Sox2
NM_026719	Esrrb
NM_001081402	Klf4
NM_023243	Nanog
NM_198093	Nanog
NM_026058	Sox2
NM_001099299	Nanog
NM_001081304	Sox2
NM_053083	Nanog
NM_133710	H3K4me1
NM_013722	H3K4me1
NR_029445	H3K4me1
NM_010945	Nanog
NM_028946	Esrrb
NM_001145834	Esrrb
NM_029587	Nanog
NR_033785	Nanog
NM_001024955	Esrrb
NM_013599	H3K4me1
NM_001163833	Sox2
NM_008791	Nanog
NM_025809	H3K4me1
NM_001013405	Esrrb
NM_001039080	H3K27ac
NM_025737	Esrrb
NM_177445	Klf4
NM_027258	H3K4me1
NM_007810	Nanog
NM_025846	H3K4me1
NM_016789	Med1
NM_001110794	Esrrb
NM_001170787	Sox2
NM_009593	Nanog
NR_015499	Sox2
NM_011256	Med1
NM_001080979	Sox2
NM_011535	Nanog
NM_146852	Sox2
NM_001042670	H3K4me1
NR_015566	H3K4me1
NR_027973	H3K27ac
NR_033467	H3K27ac
NM_001013580	H3K4me1
NR_015544	Med1
NM_001081028	Nanog
NM_025430	Nanog
NM_183355	Nanog
NM_001081422	Klf4
NM_001081096	H3K4me1
NM_026873	H3K4me1
NM_153085	H3K4me1
NM_175280	Klf4
NM_027064	Klf4
NM_011023	Sox2
NM_001109761	Esrrb
NM_001081445	H3K4me1
NM_175308	H3K4me1
NM_153588	Nanog
NM_028019	Sox2
NM_007631	Med1
NM_008485	Nanog
NM_145218	Esrrb
NM_177776	Esrrb
NM_172868	H3K27ac
NM_026499	Nanog
NM_011882	Esrrb
NM_153085	Sox2
NM_133825	Sox2
NM_018763	Sox2
NM_011779	Esrrb
NM_001081445	H3K4me1
NM_001017525	H3K4me1
NM_027671	Sox2
NM_001030294	Nanog
NM_139144	Klf4
NM_023712	Esrrb
NM_175044	Nanog
NM_198927	Sox2
NM_178713	Sox2
NM_013479	H3K27ac
NM_172631	Sox2
NM_146106	Med1
NM_177152	H3K4me1
NM_011549	Sox2
NM_001081336	Nanog
NM_001081127	Sox2
NM_053099	Nanog
NM_023051	Med1
NM_010637	Sox2
NM_008651	Med1
NM_178872	H3K27ac
NM_181399	Nanog
NM_144900	H3K4me1
NM_008255	Med1
NM_001163611	H3K4me1
NM_001170431	Nanog
NM_180974	H3K27ac
NM_001172160	Sox2
NM_146105	Med1
NM_175095	Esrrb
NM_001077192	H3K27ac
NM_025286	H3K27ac
NM_001025576	Med1
NM_019960	Sox2
NM_021876	Sox2
NM_178683	Sox2
NM_008129	Esrrb
NM_025846	H3K4me1
NR_029452	Nanog
NM_025960	Sox2
NM_001109971	H3K27ac
NM_019724	Sox2
NM_001033439	Klf4
NM_133910	Nanog
NM_019472	Sox2
NM_145965	Sox2
NR_029775	Med1
NM_008002	Nanog
NM_019570	Sox2
NM_016743	H3K4me1
NM_146606	Sox2
NM_028399	H3K4me1
NM_001168276	Nanog
NM_031166	Nanog
NM_008022	Sox2
NM_198657	H3K4me1
NM_175432	Sox2
NM_023537	Nanog
NM_007674	Esrrb
NM_001013367	H3K4me1
NM_008000	H3K4me1
NM_001160181	Med1
NM_172143	Nanog
NM_016789	H3K4me1
NM_144955	Sox2
NM_001170430	Sox2
NM_175176	Sox2
NR_003628	Sox2
NM_177235	Nanog
NM_001110267	Med1
NM_177819	Sox2
NR_029381	H3K4me1
NM_008996	H3K27ac
NM_029837	H3K4me1
NM_001033764	H3K4me1
NM_008126	H3K4me1
NM_175460	Klf4
NM_010929	Nanog
NM_011897	Klf4
NM_001159750	Esrrb
NM_175088	Esrrb
NM_175456	Nanog
NM_001042591	Nanog
NM_146057	Sox2
NM_001039493	Esrrb
NM_008598	Klf4
NM_001113354	Sox2
NM_181399	Esrrb
NM_028487	H3K4me1
NR_030500	Nanog
NM_001164363	Med1
NM_029197	H3K4me1
NM_010636	H3K4me1
NM_015769	Sox2
NR_027643	Klf4
NM_001172160	Nanog
NM_028953	Nanog
NM_011739	Esrrb
NR_015544	Esrrb
NM_197990	Esrrb
NM_017381	Med1
NM_026627	Klf4
NR_015512	Nanog
NM_001085355	H3K4me1
NM_007384	H3K4me1
NM_001037751	Sox2
NM_001164724	H3K4me1
NM_026496	Sox2
NM_008808	Nanog
NM_177290	Sox2
NM_001039124	Esrrb
NM_145544	H3K4me1
NM_177475	H3K4me1
NR_035418	H3K4me1
NM_175513	Klf4
NM_001031811	Klf4
NM_144799	Sox2
NM_008374	Klf4
NM_177013	H3K4me1
NM_011406	Med1
NM_001110498	Klf4
NM_028546	Nanog
NM_008150	Klf4
NM_027301	H3K4me1
NM_009337	Klf4
NM_176966	Sox2
NM_010573	H3K4me1
NM_001122733	H3K4me1
NM_001034013	H3K4me1
NM_144812	Nanog
NM_008277	Klf4
NM_026792	Sox2
NM_175433	Sox2
NM_177639	Esrrb
NM_013867	Sox2
NM_001142570	Sox2
NM_001113423	Klf4
NM_026135	Nanog
NM_177059	Nanog
NM_175155	Nanog
NM_009769	Klf4
NM_001033420	Klf4
NM_153163	H3K4me1
NM_172728	Nanog
NM_010148	Klf4
NM_029584	Esrrb
NM_010708	Med1
NM_029070	H3K4me1
NR_029799	Med1
NM_001033228	H3K4me1
NM_001081960	Nanog
NM_029081	Sox2
NM_029584	Klf4
NM_019552	H3K4me1
NR_033731	Sox2
NM_001033463	Sox2
NM_028102	Sox2
NM_007564	Nanog
NR_015546	Sox2
NM_023053	Nanog
NM_008083	H3K27ac
NM_019573	H3K4me1
NM_025796	H3K4me1
NM_026362	Sox2
NM_001130165	H3K4me1
NM_172653	Sox2
NM_010330	H3K4me1
NM_008422	Sox2
NM_026189	Med1
NM_029720	Nanog
NM_207255	Esrrb
NM_001114879	Nanog
NM_146103	Nanog
NM_001085546	Esrrb
NM_178888	Nanog
NM_175044	Med1
NM_016677	Sox2
NM_001081658	Sox2
NM_023149	H3K4me1
NM_001142570	Nanog
NM_134117	Med1
NM_001161624	H3K4me1
NM_007981	Klf4
NM_001163019	Nanog
NM_212473	Med1
NM_023813	Sox2
NM_153804	Klf4
NM_007666	H3K4me1
NM_175930	Sox2
NM_173746	H3K4me1
NM_182807	H3K4me1
NM_178415	H3K4me1
NM_001111063	H3K4me1
NM_008375	H3K4me1
NM_001024604	Med1
NM_007825	Med1
NM_001081298	Sox2
NM_153125	Med1
NM_007382	H3K4me1
NM_199467	H3K4me1
NM_028975	Klf4
NM_001112744	Nanog
NM_007930	Esrrb
NM_028312	Sox2
NM_013827	Klf4
NM_172662	Sox2
NM_009789	Esrrb
NM_178606	Sox2
NM_009279	Med1
NM_176980	Med1
NM_011876	Klf4
NM_016749	Esrrb
NM_001033270	Sox2
NM_001039939	Med1
NM_001001182	H3K4me1
NM_172994	H3K4me1
NM_173028	Sox2
NR_027813	Nanog
NM_148934	Klf4
NM_153194	Nanog
NM_008670	Sox2
NM_007792	Sox2
NM_008216	Esrrb
NM_199364	Sox2
NM_009104	H3K27ac
NM_028450	Nanog
NM_001190332	Sox2
NM_009187	H3K4me1
NM_001168304	Sox2
NM_011715	H3K27ac
NM_001004436	H3K4me1
NM_133747	H3K4me1
NR_029576	Med1
NM_146617	Sox2
NM_146155	Med1
NM_008657	H3K4me1
NM_146155	Klf4
NM_010863	Sox2
NM_007625	Med1
NM_001113488	Sox2
NM_013496	Nanog
NM_146103	Sox2
NM_027448	Esrrb
NM_009741	Sox2
NM_173391	H3K27ac
NM_009994	Sox2
NM_019703	Sox2
NM_031249	Klf4
NM_020296	Sox2
NM_007702	H3K27ac
NM_011834	Sox2
NM_133897	H3K27ac
NM_001007575	Nanog
NM_011658	H3K4me1
NM_020252	H3K4me1
NM_001099319	H3K4me1
NM_001146012	Med1
NM_175484	Nanog
NM_174876	Sox2
NM_144873	H3K4me1
NM_172662	Med1
NM_001077425	Med1
NM_175256	Klf4
NM_009748	Sox2
NM_178648	Nanog
NM_201366	Nanog
NM_016959	Nanog
NM_013571	Esrrb
NM_139206	H3K27ac
NR_030403	Nanog
NM_001195298	Med1
NM_172658	Esrrb
NM_030708	Sox2
NM_001190401	Nanog
NM_178741	H3K4me1
NM_018805	Med1
NM_001004191	Klf4
NM_001161541	Nanog
NM_021293	Med1
NM_198423	Klf4
NM_008071	Nanog
NM_010094	Klf4
NM_011987	H3K4me1
NM_001037727	Nanog
NM_001003948	Sox2
NM_007897	H3K27ac
NM_011402	Sox2
NM_023668	H3K4me1
NM_144818	Nanog
NM_028156	Med1
NM_001013393	H3K4me1
NM_020606	Sox2
NM_207255	Sox2
NM_009033	Klf4
NM_009535	Klf4
NM_001166437	Klf4
NR_030698	H3K4me1
NM_028148	H3K4me1
NM_194355	Nanog
NM_001162906	Esrrb
NM_019746	H3K27ac
NM_001099624	Med1
NM_001161618	H3K4me1
NM_026784	Med1
NM_001081300	H3K4me1
NM_001011874	Sox2
NM_177215	H3K4me1
NM_177756	Sox2
NM_181414	Nanog
NM_011436	H3K4me1
NM_016773	Esrrb
NM_026670	Esrrb
NM_027455	Sox2
NM_177322	Nanog
NM_146155	H3K27ac
NM_177376	Esrrb
NM_008744	Med1
NM_013655	H3K4me1
NM_008719	Nanog
NM_001166375	Esrrb
NM_183284	Esrrb
NM_145448	Sox2
NM_001114311	H3K4me1
NM_010051	H3K4me1
NM_018801	H3K4me1
NM_001109628	Nanog
NM_013881	Nanog
NM_009950	H3K4me1
NM_172867	H3K4me1
NM_001164724	Sox2
NM_177740	H3K27ac
NM_198659	Nanog
NM_007513	Med1
NM_001163672	Med1
NM_001110498	Sox2
NM_172424	Med1
NM_001024703	Klf4
NM_177395	Esrrb
NM_011821	Sox2
NR_028125	Klf4
NM_001001883	Sox2
NM_009686	H3K27ac
NM_001145977	H3K4me1
NM_008297	H3K4me1
NM_027570	H3K4me1
NM_011297	Sox2
NM_181348	Klf4
NM_013907	H3K27ac
NM_172862	Klf4
NM_001166585	H3K27ac
NM_029505	Esrrb
NM_028283	Sox2
NM_001081152	H3K4me1
NM_009886	Esrrb
NM_134115	Klf4
NM_008937	Med1
NM_134243	Esrrb
NM_001033189	Klf4
NM_028638	Nanog
NM_001167949	Nanog
NM_001166371	Klf4
NM_016749	Nanog
NM_133837	H3K4me1
NM_026080	Nanog
NM_027482	Nanog
NM_133360	H3K27ac
NM_001163640	Sox2
NM_138682	Esrrb
NR_029573	Sox2
NM_001099742	Med1
NM_012035	H3K27ac
NM_010103	Sox2
NM_001159517	Esrrb
NM_001130184	Med1
NM_025641	Sox2
NM_026799	Sox2
NR_030454	Klf4
NM_008186	Sox2
NM_144839	Sox2
NM_001128198	H3K4me1
NM_001039351	H3K4me1
NM_133683	Esrrb
NM_010315	Klf4
NM_027363	Esrrb
NM_183221	Sox2
NR_027806	Sox2
NM_010725	Klf4
NM_028773	H3K4me1
NM_008859	Sox2
NM_008935	H3K4me1
NM_172053	Klf4
NM_026896	Nanog
NM_019868	Nanog
NM_177243	H3K4me1
NM_010367	Med1
NM_026442	Med1
NM_001033322	Nanog
NM_007961	H3K4me1
NM_019670	Esrrb
NM_026854	H3K4me1
NM_028898	H3K4me1
NM_010449	Sox2
NM_008098	H3K4me1
NR_024085	Sox2
NM_010938	H3K27ac
NM_001145919	Nanog
NM_019636	Sox2
NM_008277	Esrrb
NM_009681	Esrrb
NM_029357	Esrrb
NM_001161624	Klf4
NM_011945	Sox2
NM_172787	Med1
NM_025770	Sox2
NM_015747	H3K4me1
NM_001076681	Esrrb
NM_019752	Sox2
NM_028148	Med1
NM_001033481	Klf4
NM_053083	H3K4me1
NM_001104632	H3K4me1
NM_207221	Nanog
NR_028307	H3K27ac
NM_001024703	Nanog
NR_029538	Sox2
NM_176920	Sox2
NM_175437	Sox2
NM_027749	H3K4me1
NM_001167905	H3K4me1
NM_008561	Sox2
NM_019706	Klf4
NR_002690	Sox2
NM_008976	Sox2
NM_001033759	H3K4me1
NM_023245	Sox2
NR_033538	Sox2
NM_173440	Sox2
NM_175319	Sox2
NM_010474	Sox2
NM_001083927	Sox2
NM_011780	H3K27ac
NM_001159696	Klf4
NM_001146330	Nanog
NM_001163330	Sox2
NM_001081343	Klf4
NM_025815	Sox2
NM_008862	Nanog
NR_029465	Esrrb
NM_001161370	Klf4
NM_138305	H3K4me1
NM_028724	H3K4me1
NM_011581	H3K4me1
NM_026521	Esrrb
NM_146335	Esrrb
NM_153584	H3K27ac
NM_145381	Nanog
NM_021540	Sox2
NM_198608	Sox2
NM_019760	Nanog
NM_009670	Med1
NM_153515	H3K4me1
NM_026474	H3K4me1
NM_001043354	Nanog
NM_001162867	H3K27ac
NM_001077192	Sox2
NM_001039676	Med1
NM_176840	Esrrb
NM_026779	Esrrb
NM_025829	Med1
NM_001122594	H3K4me1
NM_009628	H3K4me1
NM_054048	Med1
NM_013512	Nanog
NM_019912	Klf4
NM_001103178	Sox2
NM_001012451	Med1
NM_153166	Klf4
NM_172621	Klf4
NM_023311	Sox2
NM_028127	Sox2
NM_001033156	Nanog
NM_133832	H3K4me1
NM_013661	Klf4
NM_008792	H3K4me1
NM_053079	H3K4me1
NM_053264	H3K27ac
NM_009369	H3K27ac
NM_133882	H3K4me1
NM_138595	H3K4me1
NM_198094	Klf4
NM_008696	H3K27ac
NM_176920	Sox2
NM_001034891	Med1
NM_175176	Nanog
NM_010164	Sox2
NM_026896	H3K4me1
NM_029012	H3K4me1
NM_011821	Sox2
NM_001168255	Sox2
NM_207255	H3K27ac
NM_001172126	Klf4
NM_024221	H3K4me1
NM_176930	H3K4me1
NM_183312	H3K4me1
NM_009309	H3K4me1
NM_016694	Esrrb
NM_183278	H3K4me1
NM_001037754	Med1
NM_011039	Sox2
NM_001164598	Sox2
NM_030168	Esrrb
NM_023734	H3K4me1
NM_009067	Nanog
NM_010100	H3K4me1
NM_025445	H3K4me1
NM_001083927	H3K4me1
NM_021715	Sox2
NM_177327	Klf4
NM_026053	Sox2
NM_011297	Med1
NM_175044	Med1
NM_177860	Med1
NR_015565	Med1
NM_008682	Med1
NM_009856	H3K4me1
NM_145465	H3K4me1
NM_011402	Nanog
NM_183225	H3K4me1
NM_001045529	H3K4me1
NM_146050	Nanog
NM_013743	Med1
NM_026104	H3K27ac
NM_010897	H3K4me1
NM_018872	H3K4me1
NM_134189	Nanog
NM_001190414	Nanog
NM_001081097	Klf4
NM_021291	Nanog
NM_016760	Nanog
NM_016907	Med1
NM_198673	Sox2
NM_010902	Nanog
NM_030133	Med1
NM_027992	Klf4
NM_009167	H3K4me1
NM_001081144	Esrrb
NM_028075	Esrrb
NM_021465	Sox2
NM_027357	Sox2
NM_010877	Med1
NM_028904	Sox2
NM_001003918	Sox2
NM_028235	Nanog
NM_008803	Nanog
NM_172507	Sox2
NM_026815	Sox2
NM_029799	H3K4me1
NM_178713	Esrrb
NM_010601	Sox2
NM_172751	H3K4me1
NM_011443	Sox2
NM_009851	Klf4
NM_001037907	Sox2
NM_025985	Sox2
NM_001081377	Med1
NM_013862	Med1
NM_001014288	Med1
NM_033374	H3K4me1
NM_054085	Sox2
NM_008922	Med1
NR_033538	Sox2
NR_004434	Nanog
NM_001081337	H3K4me1
NM_001013753	Sox2
NM_010295	Esrrb
NM_023233	Med1
NM_178737	Nanog
NM_028730	Esrrb
NM_026200	Nanog
NM_011197	Med1
NM_009369	Med1
NM_198093	H3K27ac
NM_001110498	Nanog
NM_146327	Sox2
NM_013800	H3K27ac
NM_001039167	Sox2
NM_007382	Nanog
NM_172910	Esrrb
NM_177047	H3K4me1
NM_010581	Sox2
NM_008875	Esrrb
NM_010929	H3K27ac
NM_001170868	Klf4
NM_144896	H3K4me1
NM_172885	Nanog
NM_026828	Sox2
NM_173189	H3K4me1
NM_001146292	Nanog
NM_013593	Nanog
NM_009233	H3K27ac
NM_019733	Klf4
NM_177386	Klf4
NR_029592	Sox2
NR_030715	Med1
NM_011715	H3K4me1
NM_021390	Sox2
NM_138953	Med1
NR_028527	Sox2
NM_026054	Med1
NM_001166659	H3K4me1
NM_172493	Sox2
NM_001099303	Med1
NM_028719	Nanog
NM_198419	Klf4
NM_001177394	H3K4me1
NM_153403	Nanog
NM_008888	H3K4me1
NM_001029838	H3K4me1
NM_173737	Klf4
NM_025418	H3K4me1
NR_029567	H3K4me1
NM_001081097	Med1
NM_177278	Sox2
NM_007911	Klf4
NM_025781	Klf4
NM_026574	H3K27ac
NM_172827	Sox2
NM_001081298	Med1
NM_009208	Klf4
NM_199158	Nanog
NM_001081206	H3K4me1
NM_033327	H3K4me1
NM_001113549	Esrrb
NM_001033389	Sox2
NM_001039653	H3K4me1
NM_008119	Klf4
NM_146017	Sox2
NM_001029838	Med1
NR_029740	H3K4me1
NM_080285	Sox2
NM_173440	Nanog
NM_001004363	Sox2
NM_001143683	H3K4me1
NM_001001178	H3K27ac
NM_025964	Esrrb
NM_019550	Klf4
NM_021405	Nanog
NM_001001182	Med1
NM_009781	H3K27ac
NM_001081222	H3K4me1
NM_001014390	Sox2
NM_010894	Esrrb
NM_018814	H3K4me1
NM_009986	H3K4me1
NM_001044380	Klf4
NM_172592	Sox2
NM_018773	Nanog
NM_021888	Esrrb
NM_008777	H3K4me1
NM_008046	H3K4me1
NM_026376	Sox2
NM_177173	Klf4
NM_010325	Sox2
NM_001081386	Nanog
NM_009670	Med1
NM_181058	Sox2
NM_030708	H3K4me1
NM_181414	Sox2
NM_001168656	Nanog
NM_010250	Klf4
NM_011610	Nanog
NM_001081337	H3K4me1
NM_021099	Med1
NM_177224	H3K4me1
NM_176849	Sox2
NM_181590	Klf4
NM_001134300	Nanog
NM_198292	Nanog
NM_029884	Med1
NM_028722	Esrrb
NM_138650	Med1
NM_183275	Klf4
NM_019706	Sox2
NM_001146001	H3K27ac
NM_011764	H3K4me1
NM_022979	H3K4me1
NM_009238	H3K27ac
NM_007825	Sox2
NM_001163630	Sox2
NM_008711	H3K27ac
NM_001159719	H3K4me1
NM_001024478	Sox2
NM_178736	H3K27ac
NM_178764	Klf4
NM_033077	Nanog
NM_001160181	Klf4
NM_178384	H3K4me1
NM_009384	H3K4me1
NM_011305	H3K4me1
NM_001164639	Nanog
NM_010057	Sox2
NM_001081006	Sox2
NM_009524	H3K4me1
NM_001005485	H3K4me1
NM_011351	Nanog
NR_029573	Sox2
NM_029581	H3K27ac
NM_001033420	Med1
NM_183263	Klf4
NM_153085	Sox2
NM_031166	Sox2
NM_010636	Nanog
NM_001025254	H3K4me1
NM_011803	H3K4me1
NM_001004363	Klf4
NM_001164503	H3K4me1
NM_001081155	Klf4
NM_011705	H3K4me1
NR_015588	H3K4me1
NM_152947	Nanog
NM_001164365	Med1
NM_023061	Sox2
NM_009818	Esrrb
NM_198298	Klf4
NM_001039000	Med1
NM_175631	Sox2
NR_030689	H3K4me1
NM_029367	Med1
NM_009384	Nanog
NM_026821	Esrrb
NM_001159603	Med1
NM_030732	Sox2
NM_133231	Sox2
NM_008975	Med1
NM_175515	Esrrb
NM_001081667	Nanog
NM_001081157	Sox2
NR_033634	Med1
NM_009031	Med1
NM_009969	Esrrb
NM_183312	H3K27ac
NM_001167936	H3K27ac
NM_001033272	Nanog
NM_001033478	Sox2
NM_007436	Nanog
NM_011390	H3K27ac
NM_011529	Esrrb
NM_198093	H3K4me1
NM_001197028	H3K4me1
NR_029740	Sox2
NM_001039594	Nanog
NM_007631	Sox2
NM_001197321	H3K4me1
NM_029635	Sox2
NM_001081039	H3K4me1
NM_008729	Esrrb
NM_001037822	Sox2
NM_001110267	Sox2
NM_001098836	Med1
NM_177235	Sox2
NM_001081321	Esrrb
NM_001025261	Klf4
NM_172682	Sox2
NM_026183	H3K4me1
NM_173752	Med1
NM_172589	Sox2
NM_001163630	Nanog
NM_030071	Sox2
NM_019643	Esrrb
NM_026798	Sox2
NM_181397	Sox2
NM_008393	Sox2
NM_019413	Klf4
NM_016783	Sox2
NM_009194	Sox2
NM_053008	Klf4
NM_011539	Med1
NM_001081321	Nanog
NM_144518	Esrrb
NM_001115010	H3K4me1
NM_015820	H3K4me1
NM_001025581	Klf4
NM_027188	Sox2
NM_011917	Med1
NM_001025382	Sox2
NM_016810	H3K4me1
NM_028066	H3K4me1
NM_001081202	Klf4
NM_026858	H3K4me1
NM_009506	H3K4me1
NM_001164683	H3K27ac
NM_172120	Klf4
NM_177639	Nanog
NM_010817	H3K4me1
NM_028182	Med1
NM_001081345	Klf4
NM_207225	Med1
NM_001031811	Nanog
NR_002687	H3K27ac
NM_025844	Sox2
NM_009867	Sox2
NM_001163008	Esrrb
NM_153198	H3K4me1
NM_011448	Klf4
NM_001173553	Sox2
NM_001083927	Med1
NM_172579	Nanog
NM_213614	Med1
NM_010274	Sox2
NM_172728	H3K4me1
NM_001081295	Nanog
NM_172992	Nanog
NM_009601	Sox2
NM_022996	Sox2
NR_033325	Klf4
NM_009758	Nanog
NM_001166377	H3K27ac
NM_001101507	Esrrb
NM_177906	Nanog
NM_008509	Sox2
NM_172662	Nanog
NM_031165	H3K4me1
NM_008453	H3K4me1
NM_026512	H3K4me1
NM_008976	H3K4me1
NM_011372	H3K27ac
NM_028462	Sox2
NM_019929	Med1
NM_001024468	Sox2
NM_025351	H3K4me1
NM_026212	Nanog
NM_011800	Nanog
NM_027188	Sox2
NM_001164155	Med1
NM_001113414	Sox2
NM_026604	Sox2
NM_028248	Esrrb
NM_173437	Med1
NM_019472	H3K27ac
NM_013823	Klf4
NM_010367	Sox2
NM_010143	H3K27ac
NM_011416	Klf4
NM_001083894	Esrrb
NM_013655	Med1
NM_001177392	Sox2
NM_178606	Med1
NR_029656	Med1
NM_001033316	Esrrb
NM_001163919	Sox2
NM_011724	Nanog
NM_172579	Nanog
NM_172707	H3K4me1
NR_030440	Klf4
NM_145222	Klf4
NM_009044	Med1
NM_027862	Med1
NM_001164801	Sox2
NM_027922	Klf4
NM_027010	H3K4me1
NM_028035	Sox2
NM_007564	H3K4me1
NM_182782	H3K4me1
NM_028868	Sox2
NM_181988	Sox2
NM_001109990	Esrrb
NM_009869	Esrrb
NM_027050	Med1
NM_009003	Nanog
NM_080455	H3K4me1
NM_007831	Nanog
NM_027188	H3K27ac
NM_207205	Med1
NM_175510	Sox2
NM_010566	Nanog
NM_145959	Med1
NR_029562	Med1
NM_175328	Esrrb
NM_177562	Med1
NM_178119	Sox2
NM_001081346	H3K4me1
NM_001160251	H3K4me1
NM_018872	Med1
NM_019861	H3K4me1
NM_009865	Sox2
NM_178877	Sox2
NM_177305	Sox2
NM_177152	Nanog
NM_001166377	Esrrb
NM_019487	Klf4
NM_011716	Nanog
NM_025479	H3K4me1
NM_018797	Esrrb
NM_020614	Sox2
NM_001099328	Med1
NR_015372	Sox2
NM_011021	Med1
NM_009208	Med1
NM_133352	Esrrb
NM_145218	Esrrb
NM_009955	H3K27ac
NM_001025576	Nanog
NM_001113478	Klf4
NR_028125	Nanog
NM_175134	Sox2
NM_001168623	H3K4me1
NM_011792	H3K4me1
NM_026576	H3K4me1
NM_001081304	Klf4
NM_153150	Esrrb
NM_178932	Sox2
NM_178731	H3K4me1
NM_001163592	Esrrb
NM_029458	H3K27ac
NM_182782	Med1
NM_007498	Med1
NM_178682	Klf4
NM_018805	Med1
NM_207541	Nanog
NM_146106	Nanog
NM_001045533	Sox2
NM_001029842	Med1
NM_001164056	Esrrb
NM_009065	Sox2
NM_008186	Nanog
NM_001037166	Med1
NM_010945	Sox2
NM_018744	Sox2
NM_199068	Sox2
NM_019998	Sox2
NM_029818	H3K4me1
NM_022321	H3K4me1
NM_008291	Nanog
NM_010657	Nanog
NR_015551	Sox2
NM_175631	Sox2
NM_001159683	Med1
NM_009321	Nanog
NR_030604	Sox2
NM_178670	Sox2
NM_026879	Klf4
NM_133218	H3K4me1
NM_028248	Klf4
NM_013803	H3K27ac
NM_011863	H3K4me1
NM_020600	Sox2
NM_026508	H3K4me1
NM_146198	Med1
NM_027504	Sox2
NM_027238	Sox2
NM_007897	Sox2
NM_177077	Sox2
NR_033466	Nanog
NM_001099310	Sox2
NM_008822	H3K4me1
NM_025846	Sox2
NM_144804	H3K4me1
NM_028133	H3K4me1
NM_172650	Sox2
NM_007688	H3K4me1
NM_001039939	H3K4me1
NM_029836	Esrrb
NM_001190356	Nanog
NM_026858	Esrrb
NR_002690	Nanog
NR_024599	Med1
NM_001103179	H3K4me1
NM_175515	H3K4me1
NM_010580	Sox2
NM_145476	Nanog
NM_022025	Sox2
NM_025935	H3K4me1
NM_025673	Esrrb
NM_001033389	H3K4me1
NM_001025377	Nanog
NM_001081200	Sox2
NM_009208	Nanog
NM_001163420	Sox2
NM_024186	Nanog
NM_010208	Klf4
NM_010500	H3K4me1
NM_001159517	H3K4me1
NM_007548	Klf4
NM_009980	Sox2
NM_177644	Sox2
NM_019929	H3K4me1
NM_172826	H3K4me1
NM_001034910	H3K4me1
NM_011863	Nanog
NM_019703	Esrrb
NM_172525	H3K27ac
NR_033582	Sox2
NM_009754	Nanog
NM_025935	H3K4me1
NM_172723	Esrrb
NM_198702	H3K4me1
NM_011851	Med1
NM_134062	Sox2
NM_028044	Sox2
NM_017381	H3K27ac
NM_029197	Med1
NM_080469	Klf4
NM_177564	H3K4me1
NM_198958	Esrrb
NM_026273	Sox2
NM_028462	Klf4
NM_021377	Nanog
NR_030692	Sox2
NM_175456	Sox2
NM_001102471	H3K27ac
NM_026780	Med1
NM_008548	Nanog
NM_022565	Sox2
NM_025602	H3K4me1
NM_175645	Sox2
NM_010282	Nanog
NR_029591	Klf4
NM_001012667	Sox2
NM_010902	Med1
NM_177680	Nanog
NR_028309	Nanog
NM_008875	Klf4
NM_001081157	H3K27ac
NM_001113734	Sox2
NM_026837	Nanog
NM_001164583	Nanog
NM_021888	Klf4
NM_001115150	H3K27ac
NM_153058	Nanog
NM_053076	Sox2
NM_172958	Klf4
NM_007693	H3K4me1
NM_178748	H3K4me1
NM_001160379	Sox2
NM_011610	H3K4me1
NM_019715	Sox2
