Gene	Transcription_factor
NM_026367	Sox2
NM_175366	Klf4
NM_011715	Med1
NM_008413	Nanog
NM_031185	Sox2
NM_001014288	Sox2
NM_009727	Sox2
NM_025778	H3K27ac
NM_026110	Klf4
NM_028443	Esrrb
NM_001134733	Sox2
NM_028135	Nanog
NM_177815	Sox2
NM_027212	H3K4me1
NM_172856	Sox2
NM_010897	Sox2
NM_026219	Esrrb
NM_177164	Esrrb
NM_016677	Nanog
NM_001168526	H3K4me1
NM_011705	H3K27ac
NM_001025576	Sox2
NM_027828	Sox2
NM_019427	Nanog
NR_029799	Sox2
NM_020560	H3K27ac
NM_144920	H3K4me1
NM_022885	H3K4me1
NM_033037	H3K4me1
NM_144786	H3K4me1
NM_177173	Nanog
NM_020255	H3K27ac
NM_030595	Nanog
NM_009967	Klf4
NM_025512	Sox2
NM_007981	Sox2
NM_172135	Sox2
NM_001159569	Nanog
NM_016846	Klf4
NM_145928	Med1
NM_012026	H3K27ac
NM_009575	H3K27ac
NM_144818	Sox2
NR_029799	H3K4me1
NR_028589	Sox2
NM_176840	Klf4
NM_001142953	Nanog
NM_019702	Nanog
NM_018884	Sox2
NM_001025192	Nanog
NM_177047	Nanog
NM_001024474	H3K4me1
NM_175332	H3K4me1
NM_028058	Klf4
NM_029326	Nanog
NR_029573	Med1
NM_008558	H3K27ac
NM_013470	Sox2
NM_001033270	Med1
NM_028058	Sox2
NM_028803	Nanog
NM_007782	Med1
NM_177816	H3K27ac
NM_013867	H3K4me1
NM_019394	Med1
NM_033074	Sox2
NM_008532	H3K4me1
NM_177304	H3K4me1
NM_028287	Nanog
NM_008728	Sox2
NM_007684	Nanog
NM_173780	Sox2
NM_009230	Sox2
NM_008976	Klf4
NM_199158	H3K4me1
NM_198610	Klf4
NM_199143	Sox2
NM_011514	H3K27ac
NM_023852	Nanog
NM_007930	Med1
NM_008250	H3K4me1
NM_011448	H3K4me1
NM_027539	Sox2
NM_001105190	Sox2
NM_008598	Klf4
NM_181414	Esrrb
NM_001083934	Sox2
NM_023061	Nanog
NM_144551	Esrrb
NM_007434	Med1
NM_007540	H3K4me1
NM_027884	Klf4
NM_175328	H3K27ac
NM_172910	Med1
NM_133833	Klf4
NM_007496	H3K4me1
NR_033467	Sox2
NM_025696	Sox2
NM_001145879	H3K27ac
NM_008976	Med1
NM_178280	Sox2
NM_009869	Sox2
NM_010580	Klf4
NM_001085493	Sox2
NM_146151	Esrrb
NM_177386	Esrrb
NM_008655	Sox2
NM_175651	H3K4me1
NM_001039124	Klf4
NM_008558	Esrrb
NM_177292	H3K4me1
NM_021511	Nanog
NM_009067	Sox2
NM_001033346	Nanog
NM_177075	Nanog
NM_213614	Nanog
NM_177330	Sox2
NM_080557	Sox2
NM_021299	Esrrb
NM_027347	H3K4me1
NM_172294	Sox2
NM_010472	Med1
NM_019636	Sox2
NM_148929	Med1
NM_007786	H3K4me1
NM_007914	H3K4me1
NM_001025581	H3K4me1
NM_009976	Sox2
NM_001014981	Nanog
NM_011406	Esrrb
NM_019703	Sox2
NM_011803	Klf4
NM_008996	Sox2
NR_033452	H3K4me1
NM_010863	H3K4me1
NM_019758	Sox2
NM_181595	H3K4me1
NM_024274	Nanog
NM_001081009	Sox2
NM_133966	Klf4
NM_020492	Sox2
NM_148935	Nanog
NM_028388	Klf4
NM_175461	Sox2
NM_010516	Med1
NM_008947	Sox2
NM_001003912	H3K4me1
NR_028285	Nanog
NM_026355	Sox2
NM_013512	Esrrb
NM_010897	H3K27ac
NM_010164	Sox2
NM_146096	H3K27ac
NM_007791	Med1
NM_174996	Nanog
NM_175114	Klf4
NR_002844	Nanog
NM_011260	Nanog
NM_027978	Med1
NM_011504	Esrrb
NM_009672	Sox2
NM_011157	H3K4me1
NM_030732	H3K4me1
NM_007715	H3K4me1
NM_009950	Esrrb
NM_025996	Klf4
NM_016846	Med1
NM_172851	Nanog
NM_009869	Sox2
NM_173402	Med1
NM_008816	Sox2
NM_001163303	Sox2
NM_173440	Nanog
NM_008425	Nanog
NM_001110796	Nanog
NM_028963	Sox2
NM_134123	Nanog
NM_001102670	H3K27ac
NM_010881	H3K4me1
NM_198671	Klf4
NM_029401	Nanog
NM_020570	Klf4
NM_001081095	Sox2
NM_030713	Sox2
NM_153085	Nanog
NM_177845	Klf4
NM_008001	Med1
NM_026849	Sox2
NM_010849	Sox2
NM_001025581	Med1
NM_001109661	Esrrb
NM_144547	Sox2
NM_011738	H3K4me1
NR_033490	Nanog
NM_025626	Klf4
NM_172458	Klf4
NM_027994	Nanog
NM_173437	Klf4
NM_001099299	H3K4me1
NM_017382	H3K4me1
NM_183033	H3K4me1
NM_175314	H3K4me1
NR_029817	Esrrb
NM_145413	Klf4
NM_172493	Esrrb
NM_009521	Sox2
NM_025778	Sox2
NM_015794	Nanog
NM_009622	Nanog
NM_026210	H3K4me1
NM_011803	H3K4me1
NM_172707	Esrrb
NM_172606	H3K4me1
NM_010305	H3K27ac
NM_001039104	Esrrb
NM_001159396	Esrrb
NM_033524	Med1
NM_176921	Nanog
NM_017399	H3K4me1
NM_001159396	Klf4
NM_009009	Nanog
NM_001163357	Sox2
NM_153141	Klf4
NM_026626	Med1
NM_148951	Nanog
NM_175515	Sox2
NM_033524	Klf4
NM_018823	Med1
NM_013660	Med1
NM_181547	Klf4
NM_211138	H3K27ac
NM_177395	Esrrb
NM_001164286	H3K4me1
NR_029799	Nanog
NM_001004363	H3K4me1
NR_027376	Sox2
NM_173038	Nanog
NM_009670	H3K27ac
NM_176849	H3K4me1
NM_177431	Esrrb
NM_001159683	Med1
NM_001033269	Klf4
NM_001190352	H3K27ac
NM_172416	Sox2
NM_026792	Nanog
NM_027782	Nanog
NM_027230	Klf4
NM_178387	H3K27ac
NM_019550	H3K4me1
NM_008278	Esrrb
NM_028638	Sox2
NR_033299	Sox2
NM_027871	Med1
NM_031185	Nanog
NM_183263	H3K27ac
NM_134123	Esrrb
NM_019697	Nanog
NM_008000	Esrrb
NR_033541	Nanog
NM_181752	H3K4me1
NM_001142642	H3K4me1
NM_001004761	H3K4me1
NM_181277	H3K4me1
NM_028046	Sox2
NM_027823	Sox2
NM_001128151	Esrrb
NM_013601	Med1
NM_175245	Sox2
NM_145944	H3K4me1
NM_030188	H3K4me1
NM_020255	Sox2
NM_028561	Sox2
NM_007831	Nanog
NM_001025606	Sox2
NM_030676	H3K4me1
NM_026005	Esrrb
NM_001104539	Med1
NM_175465	H3K4me1
NM_007966	Sox2
NM_022004	Klf4
NM_010731	H3K4me1
NM_026165	H3K4me1
NM_007746	Sox2
NR_003202	Esrrb
NM_020622	Nanog
NM_172851	Nanog
NM_008170	Sox2
NM_007564	Nanog
NM_021878	Med1
NM_178751	Nanog
NM_001081416	Sox2
NM_026550	Klf4
NM_145131	Sox2
NM_133670	Nanog
NM_026873	Nanog
NM_027446	Sox2
NM_009771	Nanog
NM_011099	Sox2
NM_009238	H3K27ac
NM_177740	Sox2
NM_001081357	Sox2
NM_001166501	Nanog
NM_007496	Sox2
NM_019733	Esrrb
NM_001159636	H3K4me1
NM_028019	Klf4
NM_001024560	Sox2
NM_026430	Esrrb
NM_182807	Sox2
NM_033374	Med1
NM_177697	Nanog
NM_001081302	Klf4
NM_007526	H3K4me1
NM_178736	H3K4me1
NM_011391	Klf4
NM_172143	Sox2
NM_008178	Nanog
NR_015605	Klf4
NM_146074	H3K4me1
NM_027052	Esrrb
NM_177068	Sox2
NM_001122889	Nanog
NM_010329	Sox2
NR_035418	Nanog
NM_001163630	H3K4me1
NM_001037713	Med1
NM_172632	Med1
NM_013661	Esrrb
NM_178766	H3K27ac
NM_008477	Nanog
NM_001083321	Esrrb
NM_030178	Nanog
NM_008996	H3K4me1
NM_001081155	H3K4me1
NM_134243	Med1
NR_002860	H3K4me1
NM_011052	H3K27ac
NM_008650	Sox2
NM_178703	H3K4me1
NM_019743	Med1
NM_028829	H3K4me1
NM_001077354	Nanog
NM_010799	Esrrb
NR_029576	Sox2
NM_018766	Nanog
NM_001080814	H3K4me1
NM_175631	H3K4me1
NM_008533	H3K4me1
NM_008393	Klf4
NM_028096	Sox2
NM_001081302	Med1
NM_001099297	Esrrb
NM_001159640	H3K27ac
NM_001081204	Sox2
NM_011188	Nanog
NM_009345	Med1
NM_009790	H3K27ac
NM_130450	H3K4me1
NM_178710	Klf4
NM_009238	Sox2
NM_011580	Sox2
NM_008083	Nanog
NR_029530	H3K27ac
NM_008598	Sox2
NM_001033790	Nanog
NM_008707	Med1
NM_001081378	Med1
NM_001143683	Sox2
NM_025336	Sox2
NM_177746	Sox2
NM_177224	Klf4
NM_172120	H3K4me1
NM_146221	H3K4me1
NM_013870	H3K4me1
NM_008913	Sox2
NM_145831	Esrrb
NM_001161370	Med1
NM_027280	Sox2
NM_027749	Sox2
NR_029795	Nanog
NM_001190352	H3K4me1
NR_002864	H3K4me1
NM_009727	H3K4me1
NM_145525	H3K4me1
NM_016846	Esrrb
NM_008104	H3K4me1
NM_031877	H3K4me1
NM_023585	Sox2
NM_008792	Klf4
NM_144820	Med1
NM_027188	Nanog
NM_198112	Sox2
NM_009564	Sox2
NM_001113527	Nanog
NM_177408	Med1
NM_013587	Med1
NM_033524	H3K4me1
NM_177387	Klf4
NM_023333	Sox2
NM_009279	Nanog
NM_134079	Esrrb
NM_021788	Med1
NM_001004182	Esrrb
NM_023113	Sox2
NM_021286	H3K4me1
NM_001003948	Sox2
NM_019707	H3K27ac
NM_207255	Med1
NM_207633	Nanog
NM_009208	Esrrb
NR_033539	H3K4me1
NM_023523	Nanog
NM_001029876	H3K4me1
NM_013788	Sox2
NM_008315	Sox2
NM_198109	Klf4
NR_029959	Klf4
NM_153564	H3K4me1
NM_029746	H3K27ac
NM_026183	H3K27ac
NM_198702	Med1
NM_001024474	Klf4
NM_008787	Sox2
NM_144812	H3K4me1
NM_007726	Med1
NM_019499	Esrrb
NM_031196	Esrrb
NM_175550	Sox2
NR_029777	Klf4
NM_027455	H3K4me1
NM_172469	Sox2
NM_172467	H3K4me1
NM_009067	H3K4me1
NM_001085355	H3K4me1
NM_172573	H3K27ac
NM_001080928	Nanog
NM_133911	Med1
NM_001164805	Klf4
NM_028351	H3K4me1
NM_001029842	Klf4
NM_145076	H3K4me1
NM_008875	H3K27ac
NM_178669	Nanog
NM_134246	H3K4me1
NM_007569	Klf4
NM_177242	Nanog
NM_001081152	Nanog
NM_032000	Sox2
NM_021878	Klf4
NM_172743	Nanog
NM_011035	Esrrb
NM_177735	Klf4
NM_009533	Klf4
NM_001145804	H3K4me1
NM_011972	H3K4me1
NM_026652	Sox2
NM_010789	H3K4me1
NM_172709	H3K4me1
NM_008325	Med1
NM_001033422	Med1
NM_153399	Nanog
NM_178076	Nanog
NM_026652	Med1
NM_175433	H3K27ac
NM_001099299	Klf4
NM_148935	Sox2
NM_009129	Sox2
NM_177475	Sox2
NM_173755	Esrrb
NM_146040	Klf4
NM_010752	Med1
NM_175751	Sox2
NM_177906	Esrrb
NM_001195687	Nanog
NM_001195003	H3K27ac
NM_001077354	Sox2
NM_175443	Med1
NM_173427	Klf4
NM_130447	Med1
NM_146713	Nanog
NM_009535	H3K4me1
NR_015530	Sox2
NM_153153	H3K27ac
NM_001014981	Med1
NM_001113488	Med1
NM_183355	Sox2
NR_029576	H3K4me1
NM_011682	Med1
NM_011052	H3K4me1
NR_027989	H3K4me1
NR_024139	Nanog
NM_001077354	H3K27ac
NR_027805	Esrrb
NM_001167905	Med1
NM_001114663	Nanog
NM_172688	Sox2
NM_001033471	Sox2
NM_013767	H3K4me1
NM_008716	Sox2
NM_001111324	H3K4me1
NM_001004149	H3K4me1
NM_001128094	Med1
NM_026950	Esrrb
NM_008692	Nanog
NM_001114879	Klf4
NM_001112715	Sox2
NR_027893	Sox2
NM_001164504	Klf4
NM_009569	H3K4me1
NM_007466	Nanog
NM_178779	Esrrb
NM_172768	Med1
NM_009371	Nanog
NM_019427	Esrrb
NM_009262	Nanog
NM_153159	Nanog
NM_175310	Sox2
NM_053122	Med1
NM_009125	Nanog
NM_028004	H3K27ac
NM_172870	Sox2
NM_197979	Klf4
NM_019739	Sox2
NM_010721	Esrrb
NM_175234	Sox2
NM_172709	Nanog
NM_009902	H3K4me1
NM_010721	Nanog
NM_027650	Esrrb
NM_001112744	Sox2
NM_009557	Nanog
NM_013780	Sox2
NM_153087	Med1
NM_001001182	H3K27ac
NM_027815	Med1
NM_025549	Esrrb
NM_033217	H3K27ac
NM_025666	H3K27ac
NM_178665	Sox2
NM_008053	Med1
NM_153530	Sox2
NM_153506	Sox2
NM_011600	H3K4me1
NM_009509	H3K4me1
NM_001123327	Klf4
NM_009772	Med1
NM_017381	Nanog
NM_031198	Med1
NM_019487	H3K4me1
NM_001195130	H3K4me1
NM_019979	Sox2
NM_172868	H3K4me1
NR_033633	Sox2
NM_009835	Nanog
NM_008300	H3K27ac
NM_013531	Klf4
NM_009950	Sox2
NM_023538	H3K4me1
NM_001130176	Klf4
NM_008917	H3K4me1
NM_028561	Klf4
NM_027363	H3K27ac
NM_026101	Klf4
NM_015823	Klf4
NM_145949	Nanog
NM_133891	H3K27ac
NM_016760	Sox2
NM_009817	Klf4
NM_001177402	Klf4
NM_172426	Nanog
NM_001077192	Esrrb
NM_001081080	Nanog
NM_008492	Klf4
NM_144551	H3K4me1
NM_025974	Nanog
NM_153159	Sox2
NM_207652	Med1
NM_172868	Nanog
NM_009105	Klf4
NM_019810	Med1
NM_146251	H3K4me1
NM_172501	Nanog
NM_172573	Sox2
NM_175011	Sox2
NM_011258	Sox2
NM_028757	Sox2
NM_029949	H3K4me1
NM_008679	Klf4
NM_001013580	Esrrb
NM_172938	Sox2
NM_177261	Klf4
NM_001004149	Med1
NM_008744	Esrrb
NM_011197	Klf4
NM_001081476	Esrrb
NM_001097621	H3K4me1
NM_007673	H3K4me1
NM_023117	H3K4me1
NM_001033163	Sox2
NM_001142731	Sox2
NM_008532	Med1
NM_009628	Sox2
NM_138744	Sox2
NM_178886	Nanog
NM_199201	Sox2
NR_030762	H3K4me1
NM_028637	Sox2
NM_021566	Med1
NM_009728	H3K27ac
NM_178608	Sox2
NM_008154	Med1
NM_001039351	Med1
NM_008325	Sox2
NM_029291	Esrrb
NM_027188	Med1
NM_026279	Nanog
NM_206958	Nanog
NM_025351	Med1
NM_172865	Nanog
NM_010892	Sox2
NM_009443	Sox2
NR_033641	Klf4
NM_012035	Klf4
NM_173746	Klf4
NM_145380	H3K4me1
NM_019550	Nanog
NM_016768	H3K4me1
NM_001142697	Sox2
NM_009852	Esrrb
NM_133766	H3K4me1
NM_025430	Sox2
NM_145525	Esrrb
NM_011607	Esrrb
NM_009508	Sox2
NM_001033298	Med1
NM_054050	Nanog
NM_001033259	Med1
NM_177859	Sox2
NM_001164155	Esrrb
NM_001110498	H3K4me1
NM_145529	Esrrb
NM_001033359	Sox2
NM_011390	Med1
NM_176933	Sox2
NM_001081125	H3K4me1
NM_028982	Nanog
NM_001145759	Sox2
NM_032465	Sox2
NM_175507	Sox2
NM_029665	H3K4me1
NM_007873	Nanog
NM_025949	Sox2
NM_010932	Sox2
NM_007914	Sox2
NM_172928	Sox2
NM_001102670	H3K4me1
NM_008180	Esrrb
NM_007498	Nanog
NM_027823	H3K4me1
NM_013717	Esrrb
NM_001099624	Sox2
NM_008751	Sox2
NM_011156	Sox2
NM_172875	Klf4
NM_010233	Nanog
NM_145448	Esrrb
NM_021390	Nanog
NM_010133	H3K4me1
NM_001033191	Nanog
NM_011275	H3K27ac
NR_033762	Nanog
NR_027699	H3K4me1
NM_008829	Sox2
NM_153079	Sox2
NM_133774	Sox2
NR_027907	Sox2
NM_001081680	Sox2
NM_001017426	H3K27ac
NM_025642	Nanog
NM_001167983	Klf4
NM_011303	H3K4me1
NM_011897	H3K4me1
NM_023873	Klf4
NM_173027	H3K27ac
NM_001033428	Nanog
NM_175265	Sox2
NM_008922	Sox2
NM_173402	Sox2
NM_008018	H3K27ac
NM_172446	Esrrb
NM_013838	Esrrb
NM_028596	Med1
NM_025882	Esrrb
NM_010820	Sox2
NM_013822	H3K4me1
NM_026521	Sox2
NM_009471	H3K27ac
NM_009344	Nanog
NM_001033425	Sox2
NM_213614	H3K4me1
NM_011199	Sox2
NM_009516	H3K4me1
NM_029068	H3K27ac
NM_172988	Nanog
NR_033607	Sox2
NM_007643	Nanog
NM_020296	Klf4
NM_001105196	Klf4
NM_008171	Nanog
NM_011052	Sox2
NM_008235	Klf4
NM_001159942	Sox2
NM_010902	Sox2
NM_031166	Med1
NM_010919	Nanog
NM_028044	H3K4me1
NM_172589	H3K4me1
NM_008981	H3K4me1
NM_027629	Sox2
NM_134156	Sox2
NM_008371	Med1
NM_181397	H3K4me1
NM_016846	H3K4me1
NM_001163849	Esrrb
NM_145944	Sox2
NM_001134460	Sox2
NM_001013784	Sox2
NM_011426	Med1
NM_198292	Sox2
NM_177755	Sox2
NM_021409	Klf4
NM_008343	Esrrb
NM_008380	H3K27ac
NM_011264	Sox2
NM_001042451	Klf4
NM_009867	Sox2
NM_001164166	Nanog
NM_021320	Sox2
NM_001111076	Esrrb
NM_001164376	H3K4me1
NR_030715	H3K4me1
NM_024431	Nanog
NM_023580	Sox2
NR_027813	Nanog
NM_153163	Sox2
NM_025771	Sox2
NM_133837	Esrrb
NM_175511	Sox2
NM_001081228	Nanog
NM_010835	H3K4me1
NM_175408	Sox2
NM_010617	Esrrb
NM_170779	Sox2
NM_198884	Esrrb
NM_011019	Nanog
NM_026083	Sox2
NM_001113488	Sox2
NM_133774	Esrrb
NM_009104	Nanog
NM_172688	H3K4me1
NM_001195596	Esrrb
NM_172826	H3K27ac
NM_021506	Nanog
NM_001159599	Sox2
NM_001081298	Sox2
NM_016963	Med1
NM_172963	H3K4me1
NM_001110146	Med1
NM_026520	Klf4
NM_018814	Esrrb
NM_198659	Sox2
NM_173774	Med1
NM_007985	Med1
NM_010054	H3K4me1
NM_146535	Klf4
NR_027651	H3K4me1
NM_029967	Nanog
NM_011374	Sox2
NM_001146292	Klf4
NM_146002	H3K4me1
NM_145584	Sox2
NM_001013753	H3K4me1
NM_145428	H3K27ac
NR_033633	H3K4me1
NM_001024703	Med1
NM_001034903	Sox2
NM_008301	Sox2
NM_010158	Nanog
NM_010849	Klf4
NM_026959	Nanog
NM_016667	Sox2
NM_010087	H3K4me1
NM_173391	H3K4me1
NM_009814	Klf4
NM_008371	Klf4
NM_001111026	Sox2
NM_153804	Med1
NM_144551	H3K4me1
NM_011547	Nanog
NM_001042660	Nanog
NM_030219	Sox2
NM_177047	Sox2
NM_031196	Nanog
NM_027347	H3K27ac
NM_026854	H3K27ac
NM_201609	Med1
NM_008976	Med1
NM_029837	Sox2
NM_175140	H3K27ac
NM_001167936	H3K4me1
NM_177027	H3K4me1
NM_021451	Sox2
NM_022420	Esrrb
NM_008178	Klf4
NM_019665	H3K4me1
NM_001081302	Med1
NM_025882	Klf4
NM_144907	H3K4me1
NM_013674	Klf4
NM_138944	Sox2
NM_053171	Klf4
NM_010950	Med1
NM_029531	Klf4
NM_007768	Sox2
NM_011673	Sox2
NM_144946	Nanog
NM_145402	H3K4me1
NM_011426	Nanog
NM_175017	Sox2
NM_011978	Med1
NM_012039	Klf4
NM_145100	Nanog
NM_007592	Sox2
NM_010631	H3K4me1
NM_147778	Sox2
NM_018732	H3K4me1
NM_021512	Esrrb
NM_175280	Med1
NM_053270	H3K27ac
NR_030465	Med1
NM_028804	Nanog
NM_015769	Sox2
NM_001166385	Med1
NM_011535	H3K4me1
NM_207677	Klf4
NM_130796	H3K4me1
NM_009238	H3K4me1
NM_001172160	Esrrb
NM_008017	Nanog
NM_178059	Sox2
NM_023066	Sox2
NM_001164155	H3K4me1
NR_015605	Nanog
NM_026959	Sox2
NM_001122676	Sox2
NM_008741	Nanog
NM_023712	Nanog
NM_008737	Sox2
NM_153420	Sox2
NM_028233	H3K4me1
NM_175121	Nanog
NM_133734	H3K27ac
NM_007722	Sox2
NM_008681	Med1
NM_010214	H3K27ac
NM_025969	Nanog
NM_172925	H3K4me1
NM_030166	H3K4me1
NM_133218	Med1
NM_001014996	Sox2
NM_011369	Esrrb
NM_001110162	Sox2
NM_181317	Nanog
NM_133833	H3K4me1
NM_198059	Nanog
NM_010585	H3K27ac
NM_198311	H3K4me1
NM_007569	H3K4me1
NM_001085541	Sox2
NM_199143	Med1
NM_001146330	H3K4me1
NM_001177320	Klf4
NM_080288	Esrrb
NM_025956	Klf4
NM_013791	Esrrb
NM_008678	Esrrb
NM_007495	Nanog
NM_019490	H3K27ac
NM_027934	Esrrb
NM_027934	H3K27ac
NM_009238	H3K4me1
NM_008515	H3K4me1
NM_025814	Med1
NM_019550	Sox2
NM_207243	Nanog
NM_011173	Sox2
NM_001122733	H3K4me1
NM_144516	Sox2
NM_019535	H3K4me1
NM_009349	H3K4me1
NM_174848	Med1
NM_009967	Med1
NM_001099297	Nanog
NM_001112744	Med1
NM_080468	Nanog
NM_001081148	H3K4me1
NM_001013411	Nanog
NM_001081345	Med1
NM_133816	Esrrb
NM_023063	H3K4me1
NM_001146057	H3K27ac
NM_030690	Sox2
NM_009510	Med1
NM_020600	Sox2
NM_008684	Sox2
NM_010789	Nanog
NM_007730	Sox2
NM_019653	Sox2
NM_001195717	Sox2
NM_173189	Nanog
NM_008885	H3K4me1
NM_054043	H3K4me1
NR_036601	Esrrb
NM_001037166	Klf4
NM_007515	Esrrb
NM_028194	Med1
NM_026371	Nanog
NM_025967	Esrrb
NM_007877	Sox2
NM_007554	H3K4me1
NR_029576	Klf4
NM_133897	Esrrb
NM_007489	Med1
NM_153150	Med1
NM_009622	Sox2
NM_008667	Sox2
NM_008137	Esrrb
NM_001033128	Med1
NM_001039537	Med1
NM_183096	Sox2
NR_030701	Sox2
NM_008808	Sox2
NM_001013367	H3K27ac
NM_001159548	H3K4me1
NM_080289	H3K4me1
NM_053124	Med1
NM_172573	Nanog
NM_010200	Sox2
NM_008104	Med1
NM_029274	Esrrb
NM_001170787	Sox2
NM_011137	Sox2
NM_009279	H3K4me1
NM_027093	Sox2
NM_010210	H3K4me1
NM_183032	Sox2
NM_011074	Klf4
NM_013822	Med1
NM_177686	Nanog
NM_031878	Nanog
NM_133955	Nanog
NR_030689	Sox2
NM_001034891	Esrrb
NM_026411	Esrrb
NM_001159649	Sox2
NM_001077353	Esrrb
NM_027898	H3K27ac
NM_028596	Esrrb
NM_139134	H3K4me1
NM_030749	H3K4me1
NM_001011874	H3K4me1
NM_025733	Nanog
NM_001017985	Sox2
NM_001164186	Esrrb
NM_008630	H3K27ac
NM_001161845	Klf4
NM_183187	H3K27ac
NM_001113417	Esrrb
NR_028271	H3K4me1
NM_198022	H3K4me1
NM_008538	H3K4me1
NM_001146045	Nanog
NM_027090	Sox2
NM_020252	Med1
NM_172851	Sox2
NM_001081155	Nanog
NM_001159290	H3K27ac
NM_133911	H3K4me1
NM_178387	Med1
NM_029999	Klf4
NM_001081270	H3K4me1
NM_146155	Sox2
NM_009024	Nanog
NR_029576	H3K27ac
NM_027544	Sox2
NM_177243	Nanog
NM_145476	Sox2
NM_019472	Nanog
NM_010381	Esrrb
NM_008684	H3K4me1
NM_012026	Sox2
NM_001013375	H3K4me1
NM_001033192	Med1
NM_183221	Klf4
NM_130450	Klf4
NM_029756	Nanog
NM_001166377	Med1
NM_009950	Esrrb
NM_027614	Klf4
NM_008388	H3K4me1
NM_010687	H3K4me1
NM_026576	Sox2
NM_172120	Esrrb
NM_027395	H3K27ac
NR_015605	Esrrb
NM_175256	H3K27ac
NM_177355	Nanog
NM_172865	Sox2
NM_172415	Esrrb
NM_016888	Klf4
NM_007897	Sox2
NM_009234	Med1
NM_028135	Med1
NM_175460	H3K4me1
NM_027064	Med1
NM_183096	Klf4
NM_022657	Nanog
NM_144955	Nanog
NM_001024617	Klf4
NR_004447	H3K4me1
NM_181395	H3K4me1
NM_001013580	Sox2
NM_008729	Sox2
NM_001081680	H3K4me1
NR_030680	Sox2
NM_011039	H3K27ac
NM_145148	Sox2
NM_001163772	Med1
NM_001081178	Klf4
NM_178396	Nanog
NM_021464	Nanog
NM_009371	Med1
NM_001081076	Sox2
NM_023243	Sox2
NM_172458	Esrrb
NM_001163849	Nanog
NM_010486	Klf4
NM_001081400	Med1
NM_008002	H3K4me1
NM_001080977	H3K27ac
NM_001177469	Klf4
NM_023579	H3K4me1
NM_019636	H3K4me1
NM_010420	Esrrb
NM_172882	Med1
NM_172378	H3K27ac
NM_026615	Klf4
NM_008512	Sox2
NM_001034963	Sox2
NM_025673	Esrrb
NM_001197322	Sox2
NM_133256	H3K27ac
NM_001197322	H3K4me1
NM_033525	Sox2
NM_001039493	Esrrb
NM_027436	Med1
NM_001159396	Med1
NM_029635	Klf4
NM_173071	Esrrb
NM_027544	Nanog
NM_011609	Med1
NM_029581	Med1
NM_173744	Nanog
NM_153055	H3K4me1
NM_013461	Sox2
NM_009702	Sox2
NM_001143683	Sox2
NM_026566	Esrrb
NM_008278	Klf4
NM_183221	Sox2
NM_176952	Nanog
NM_153598	H3K27ac
NM_173368	Nanog
NM_011634	H3K27ac
NM_027613	H3K4me1
NM_025771	H3K4me1
NM_009384	H3K27ac
NM_011682	Esrrb
NM_153087	Sox2
NM_026390	Sox2
NM_009513	Esrrb
NM_177171	H3K4me1
NM_028963	Nanog
NM_001177402	H3K27ac
NM_025807	Esrrb
NM_177741	Nanog
NM_013470	Esrrb
NM_029321	Nanog
NM_001081183	Sox2
NM_001013580	Esrrb
NM_001162884	Nanog
NM_008178	H3K4me1
NM_146244	Sox2
NM_133897	Nanog
NM_022018	H3K4me1
NM_010881	H3K4me1
NM_001164316	Sox2
NM_001039652	Nanog
NM_028283	Med1
NM_145123	Nanog
NM_026411	Sox2
NM_001033436	Klf4
NM_144846	Sox2
NM_175155	Esrrb
NM_207243	Sox2
NM_030708	H3K4me1
NM_183186	Klf4
NM_001126490	H3K4me1
NM_145448	Klf4
NM_013587	Klf4
NM_001080706	Sox2
NM_009044	H3K27ac
NM_001033403	Med1
NM_026824	Med1
NM_008288	Nanog
NM_001033317	H3K4me1
NM_001164819	H3K4me1
NM_001083927	Med1
NM_011547	Med1
NM_178683	Esrrb
NM_008428	Sox2
NM_013825	Esrrb
NM_008792	H3K4me1
NM_201357	H3K4me1
NM_013592	Nanog
NM_019784	H3K4me1
NM_001177416	H3K4me1
NM_001048143	Nanog
NM_175414	H3K4me1
NM_173396	Esrrb
NM_011897	Sox2
NM_001018042	H3K27ac
NM_177152	Esrrb
NM_001130165	Nanog
NM_183096	H3K27ac
NM_009869	Klf4
NM_133766	Klf4
NM_009814	H3K4me1
NM_009524	Sox2
NM_173022	Klf4
NM_009506	Esrrb
NM_025882	Klf4
NM_030744	Esrrb
NM_013782	Med1
NM_133819	Sox2
NM_080469	Sox2
NM_053091	H3K4me1
NM_013907	Esrrb
NM_018744	Klf4
NM_027602	Nanog
NM_030744	Sox2
NM_013765	Nanog
NM_001085493	H3K4me1
NM_007575	Esrrb
NM_054078	Klf4
NM_010708	H3K4me1
NM_025737	Nanog
NM_178681	Esrrb
NM_001136061	Esrrb
NM_019972	Sox2
NM_139227	H3K4me1
NM_172424	H3K4me1
NM_144817	Nanog
NM_028930	H3K4me1
NM_207279	Med1
NM_026322	H3K4me1
NM_007496	Sox2
NR_027376	Esrrb
NM_027405	H3K4me1
NR_033492	Klf4
NM_001081265	Med1
NM_001164316	Sox2
NM_008591	Sox2
NM_001006679	Med1
NM_001024954	H3K27ac
NM_018770	Sox2
NM_001190371	Sox2
NR_030448	Nanog
NM_173770	Klf4
NM_019743	Esrrb
NM_008885	Sox2
NM_178589	H3K4me1
NM_053163	Nanog
NM_023699	Klf4
NM_001085492	Sox2
